form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00609388,500690511,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-10-29,148750.00,2024-10-25,21320200.78,Digital Advertising & Production,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690512,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-10-29,148750.00,2024-10-25,804238.38,Digital Advertising & Production,,,S,S4MD00327,Alsobrooks,Angela,,,,S,,MD,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690551,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-10-29,50000.00,2024-10-31,21320200.78,Digital Advertising,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690552,,,ORG,AL Media LLC,,,,,,222 W Ontario St,Ste 600,Chicago,IL,606543655,G2024,,2024-10-29,50000.00,2024-10-31,804238.38,Digital Advertising,,,S,S4MD00327,Alsobrooks,Angela,,,,S,,MD,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690026,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-25,375875.00,2024-10-25,2326734.85,Digital Advertising,,,S,S6OH00163,Brown,Sherrod,,,,S,,OH,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690027,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-25,24125.20,2024-10-25,2326734.85,Digital Production,,,S,S6OH00163,Brown,Sherrod,,,,S,,OH,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690562,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-29,100000.00,2024-10-29,2326734.85,Digital Advertising,,,S,S6OH00163,Brown,Sherrod,,,,S,,OH,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500690388,,,ORG,Conexion Political LLC,,,,,,209 Peninsula Dr,,Moneta,VA,241212120,G2024,,2024-10-28,108469.38,2024-10-25,21320200.78,Digital Advertising & Production,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500688318,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-19,1830.90,2024-10-21,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500688321,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-19,4349.25,2024-10-21,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500688324,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-20,81.23,2024-10-21,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500688327,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-20,153.45,2024-10-21,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500689901,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-24,2000.00,2024-10-23,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500689903,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-24,2000.00,2024-10-23,2326734.85,Text Messages,,,S,S6OH00163,Brown,Sherrod,,,,S,,OH,Shropshire,Adrianne,R.,,,2024-12-05,
SE,C00609388,500691103,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-11-02,1875.00,2024-10-31,21320200.78,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-12-05,
