form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00826404,SB21B.4499,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-07-08,116.60,,Mailchimp,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4500,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-07-15,33.90,,Zoom,,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4501,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-08-02,7.63,,G Suite Services,,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4502,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-08-06,116.60,,Mailchimp,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4503,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-08-07,125.00,,Corporate Filings,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4511,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-08-14,885.00,,Data Axle LMS,003,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4512,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-08-15,33.90,,Zoom,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4513,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-08-26,20.00,,FEC Training,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4517,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,G2024,,2024-09-03,7.63,,GSuite Services,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4518,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-09-06,116.60,,Mailchimp,001,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4519,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-09-16,33.90,,Zoom,,C00826404,,,,,,,,,,,,,,,,,,
SB21B,C00826404,SB21B.4523,,,PAC,Lithuanian Americans and Allies for Democracy,,,,,,15 Christine Lane,,Media,PA,19063,,,2024-09-30,108.47,,ActBlue Fees,001,C00826404,,,,,,,,,,,,,,,,,,
