form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00831651,SB23.I615,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-09-30,5000.00,,CONTRIBUTION,011,C00806307,,H2NY22212,WILLIAMS,BRANDON MC DONALD,,,,H,NY,22,  ,,,,,,,
SB23,C00831651,SB23.I631,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,G2024,,2024-09-30,1000.00,,CONTRIBUTION,011,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00831651,SB23.I623,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,G2024,,2024-09-30,1000.00,,CONTRIBUTION,011,C00855528,,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,  ,,,,,,,
SB23,C00831651,SB23.I613,,,CCM,DAVID MCCORMICK FOR SENATE,,,,,,4876-118 PRINCESS ANNE RD #401,,VA BEACH,VA,23462,G2024,,2024-09-30,2500.00,,CONTRIBUTION,011,C00493601,,S2VA00126,MCCORMICK,DAVID,M,,,S,VA,,  ,,,,,,,
SB23,C00831651,SB23.I616,,,CCM,DESPOSITO FOR NEW YORK,,,,,,P.O. BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-09-30,2500.00,,CONTRIBUTION,011,C00809426,,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,  ,,,,,,,
SB23,C00831651,SB23.I626,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-09-30,1000.00,,CONTRIBUTION,011,C00575167,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00831651,SB23.I632,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,G2024,,2024-09-30,1000.00,,CONTRIBUTION,011,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,01,  ,,,,,,,
SB23,C00831651,SB23.I610,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-09-30,2500.00,, CONTRIBUTION,011,C00870139,,S4WI00256,HOVDE,ERIC,,,,S,WI,,  ,,,,,,,
SB23,C00831651,SB23.I630,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-09-30,1000.00,,CONTRIBUTION,011,C00808279,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
SB23,C00831651,SB23.I611,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,G2024,,2024-09-30,2500.00,,CONTRIBUTION,,C00852343,,S4AZ00220,LAKE,KARI,,,,S,AZ,,  ,,,,,,,
