form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039578,50247761,,,CCM,Bonamici For Congress,,,,,,PO Box 1632,,Beaverton,OR,97075,G2024,,2024-07-31,-2500.00,0.00,,011,C00500421,Bonamici For Congress,H2OR01133,Bonamici,Suzanne,,Rep.,,H,OR,01,,,,,,,X,Re-designation on 07/31/2024
SB23,C00039578,50411539,,,CCM,Himes For Congress,,,,,,857 Post Rd,#312,Fairfield,CT,06824,P2024,,2024-07-31,-2500.00,0.00,,011,C00434191,Himes For Congress,H8CT04172,Himes,Jim,,Rep.,,H,CT,04,,,,,,,X,Re-designation on 07/31/2024
SB23,C00039578,50541711,,,PAC,Ann PAC,,,,,,P.O. BOX 3535,,BALLWIN,MO,63022,,,2024-07-25,2500.00,0.00,PAC Contribution,011,C00531764,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,50541727,,,PAC,Blue Power PAC,,,,,,PO Box 8846,,Collingswood,NJ,08108,,,2024-07-25,5000.00,0.00,PAC Contribution,011,C00575894,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,50541809,,,PAC,CA LUV PAC,,,,,,410 1st Street SE,Ste 310,Washington,DC,20003,,,2024-07-25,2500.00,0.00,PAC Contribution,011,C00573709,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,50541821,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,03105,G2024,,2024-07-25,2500.00,0.00,PAC Contribution,011,C00660464,Chris Pappas For Congress,H8NH01210,Pappas,Chris,,Rep.,,H,NH,01,,,,,,,,PAC Contribution
SB23,C00039578,50541822,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,85740,G2024,,2024-07-25,1000.00,0.00,PAC Contribution,011,C00786194,Ciscomani For Congress,H2AZ02360,Ciscomani,Juan,,Rep.,,H,AZ,06,,,,,,,,PAC Contribution
SB23,C00039578,50541827,,,CCM,Dan Crenshaw For Congress,,,,,,PO Box 430965,,Houston,TX,77243,G2024,,2024-07-25,2500.00,0.00,PAC Contribution,011,C00660795,Dan Crenshaw For Congress,H8TX02166,Crenshaw,Daniel,,Rep.,,H,TX,02,,,,,,,,PAC Contribution
SB23,C00039578,50541830,,,CCM,Derek Schmidt For Congress,,,,,,PO Box 4010,,Topeka,KS,66604,G2024,,2024-07-25,2500.00,0.00,PAC Contribution,011,C00877373,Derek Schmidt For Congress,H4KS02164,Schmidt,Derek,,Hon.,,H,KS,02,,,,,,,,PAC Contribution
SB23,C00039578,50541831,,,PAC,DON'T MESS WITH TEXAS PAC,,,,,,PO BOX 802765,,Dallas,TX,75380,,,2024-07-25,5000.00,0.00,PAC Contribution,011,C00876284,,,,,,,,,,,,,,,,,,PAC Contribution
