form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00286807,SB23-EX4395,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,P2024,,2023-05-08,1500.00,0.00,,011,C00345546,Citizens To Elect Rick Larsen,H0WA02080,Larsen,Rick,,,,H,WA,02,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4398,,,CCM,Stand With Sanchez,,,,,,415 New Jersey AVE SE #1,,Washington,DC,20003,P2024,,2023-05-11,1000.00,0.00,,011,C00384057,Stand With Sanchez,H2CA39078,Sanchez,Linda,,,,H,CA,38,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4392,,,CCM,Tammy For Illinois,,,,,,124 Washington ST STE 101,,Foxboro,MA,02035,P2028,,2023-05-03,5000.00,0.00,,011,C00574889,Tammy For Illinois,S6IL00292,Duckworth,Tammy,,,,S,IL,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4393,,,CCM,Moran For Kansas,,,,,,220 W Windsor AVE,,Alexandria,VA,22301,P2028,,2023-05-02,1000.00,0.00,,011,C00458315,Moran For Kansas,S0KS00091,Moran,Jerry,,,,S,KS,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4380,,,CCM,Quigley For Congress,,,,,,660 Pennsylvania AVE SE #202,,Washington,DC,20003,P2024,,2023-05-17,2500.00,0.00,,011,C00457556,Quigley For Congress,H0IL05096,Quigley,Mike,,,,H,IL,05,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4396,,,PAC,Cantwell Victory 2024,,,,,,401 2nd AVE South STE 303,,Seattle,WA,98104,P2024,,2023-05-11,2500.00,0.00,,011,C00723189,Cantwell Victory 2024,S8WA00194,Cantwell,Maria,,,,S,WA,,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4379,,,CCM,Sharice For Congress,,,,,,6129 Long Meadow Rd.,,McLean,VA,22101,P2024,,2023-05-11,2500.00,0.00,,011,C00670034,Sharice For Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4381,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2023-05-22,2500.00,0.00,,011,C00660464,Chris Pappas For Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4383,,,CCM,Spanberger for Congress,,,,,,660 Pennsylvania Ave. SE Suite 20,2,Washington,DC,20003,P2024,,2023-05-18,1000.00,0.00,,011,C00649913,Spanberger for Congress,H8VA07094,Spanberger,Abigail,,,,H,VA,07,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4394,,,CCM,Greg Casar For Congress,,,,,,C/O Halle Mayes,114 Lexington DR,Silver Spring,MD,20901,P2024,,2023-05-09,1000.00,0.00,,011,C00791897,Greg Casar For Congress,H2TX35144,Casar,Greg,,,,H,TX,35,,,,,,,,Political Contributions
SB23,C00286807,SB23-EX4397,,,CCM,Marc For Us,,,,,,221 North Patrick ST,,Alexandria,VA,22314,P2024,,2023-05-15,2500.00,0.00,,011,C00789586,Marc For Us,H2NY19127,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,Political Contributions
