form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00336834,SB29.5147,,,CCM,Citizens for Lampton,,,,,,1326 Parkway Court,,Beavercreek,OH,45432,,,2023-11-28,1000.00,,Campaign contribution,,,,,,,,,,H,OH,73,,,,,,,,
SB29,C00336834,SB29.5145,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-11-28,500.00,,Campaign contribution,,,,,,,,,,H,OH,07,,,,,,,,
SB29,C00336834,SB29.5133,,,CCM,Committee to Elect Ryan White for Judge,,,,,,1592 Quarrier Street,,Charleston,WV,25301,,,2023-12-05,2800.00,,Campaign contribution,,,,,,,,,,,WV,,,,,,,,,
SB29,C00336834,SB29.5151,,,CCM,Dolan for Ohio,,,,,,2226 Edgeview Drive,,Hudson,OH,44236,,,2023-09-26,10000.00,,Campaign contribution,,,,,,,,,,S,OH,24,,,,,,,,
SB29,C00336834,SB29.5150,,,CCM,Friends for Ginther,,,,,,545 E. Town St.,,Columbus,OH,43215,,,2023-10-11,7500.00,,Campaign contribution,,,,,,,,,,,OH,,,,,,,,,
SB29,C00336834,SB29.5141,,,CCM,Friends of Anita Somani,,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-11-28,250.00,,Campaign contribution,,,,,,,,,,H,OH,11,,,,,,,,
SB29,C00336834,SB29.5142,,,CCM,Friends of Bride Rose Sweeney,,,,,,23993 Fairlawn Dr.,,North Olmsted,OH,44070,,,2023-11-28,250.00,,Campaign contribution,,,,,,,,,,H,OH,14,,,,,,,,
SB29,C00336834,SB29.5138,,,CCM,Friends of Dontavius Jarrells,,,,,,"222 E. Town Street, Suite 2W",,Columbus,OH,43215,,,2023-11-28,500.00,,,,,,,,,,,,H,OH,25,,,,,,,,
SB29,C00336834,SB29.5148,,,CCM,Friends of George Lang,,,,,,7727 Foxboro Drive,,West Chester,OH,45069,,,2023-11-28,1000.00,,Campaign contribution,,,,,,,,,,S,OH,04,,,,,,,,
SB29,C00336834,SB29.5140,,,CCM,Friends of Tavia Galonski,,,,,,1137 Allendale Ave.,,Akron,OH,44306,,,2023-11-28,500.00,,Campaign contribution,,,,,,,,,,H,OH,33,,,,,,,,
SB29,C00336834,SB29.5139,,,CCM,Friends to Elect Jessica Miranda,,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-11-28,500.00,,Campaign contribution,,,,,,,,,,H,OH,28,,,,,,,,
SB29,C00336834,SB29.5143,,,CCM,Friends to Elect Terrence Upchurch,,,,,,545 E Town Street,,Columbus,OH,43215,,,2023-11-28,250.00,,Campaign contribution,,,,,,,,,,H,OH,20,,,,,,,,
SB29,C00336834,SB29.5152,,,CCM,Klein Committee,,,,,,545 E Town St,,Columbus,OH,43215,,,2023-08-22,1000.00,,Campaign contribution,,,,,,,,,,,OH,,,,,,,,,
SB29,C00336834,SB29.5134,,,CCM,Larry Pack for West Virginia Treasurer,,,,,,2146 Presidential Drive,,Charleston,WV,25314,,,2023-12-05,2800.00,,Campaign contribution,,,,,,,,,,,WV,,,,,,,,,
SB29,C00336834,SB29.5149,,,CCM,Stephens for Ohio,,,,,,4679 Wintersest Drive,,Columbus,OH,43220,,,2023-10-12,10000.00,,Campaign contribution,,,,,,,,,,H,OH,93,,,,,,,,
SB29,C00336834,SB29.5137,,,CCM,Stewart for Ohio Supreme Court,,,,,,2 Bratenahl Place,Apt 15A,Cleveland,OH,44108,,,2023-12-01,3000.00,,Campaign contribution,,,,,,,,,,,OH,,,,,,,,,
SB29,C00336834,SB29.5136,,,CCM,The Committee to Elect J.B. McCuskey,,,,,,P.O. Box 11359,,Charleston,WV,25361,,,2023-12-05,2800.00,,,,,,,,,,,,,WV,,,,,,,,,
SB29,C00336834,SB29.5146,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2023-11-28,1000.00,,Campaign contribution,,,,,,,,,,H,OH,85,,,,,,,,
