form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00466094,500186309,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Saint Paul,MN,551220116,P2024,,2024-08-05,500.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00466094,500185706,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-08-29,2500.00,0.00,2024 Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00466094,500185711,,,PAC,Congressional Black Caucus PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,,,2024-08-29,2500.00,0.00,2024 Contribution,,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00466094,500185712,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2024-08-29,2500.00,0.00,2024 Contribution,,C00550970,Equality PAC,,,,,,,,,,,,,,,,,
SB23,C00466094,500186311,,,CCM,Guthrie for Congress,,,,,,PO Box 22401,,Louisville,KY,402520401,G2024,,2024-08-05,1000.00,0.00,Contribution,,C00445023,,,Guthrie,S. Brett,,,,H,KY,02,,,,,,,,
SB23,C00466094,500186312,,,CCM,"Laurel Lee for Congress, Inc.",,,,,,PO Box 47556,,Tampa,FL,336460139,P2024,,2024-08-04,1000.00,0.00,Contribution,,C00815373,,,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00466094,500186313,,,CCM,MAD 4 PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,G2024,,2024-08-05,1000.00,0.00,Contribution,,C00670844,,,Dean,Madeleine,,,,H,PA,04,,,,,,,,
SB23,C00466094,500186314,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,G2024,,2024-08-05,1000.00,0.00,Contribution,,C00434563,,,Heinrich,Martin,T.,,,S,NM,,,,,,,,,
SB23,C00466094,500185705,,,PAC,Moderate Democrats PAC,,,,,,PO Box 70179,,Washington,DC,200240179,,,2024-08-29,1250.00,0.00,2024 Contribution,,C00436022,Moderate Democrats PAC,,,,,,,,,,,,,,,,,
SB23,C00466094,500186315,,,CCM,Nadler for Congress,,,,,,200 W 79th St,Apt 8N,New York,NY,100246290,G2024,,2024-08-05,1000.00,0.00,Contribution,,C00290825,,,Nadler,Jerrold,L.,,,H,NY,12,,,,,,,,
SB23,C00466094,500186316,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-08-05,500.00,0.00,Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00466094,500186317,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,077403176,G2024,,2024-08-05,2500.00,0.00,Contribution,,C00226928,,,Pallone,Frank,,,Jr,H,NJ,06,,,,,,,,
SB23,C00466094,500186318,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,392050064,G2024,,2024-08-05,1000.00,0.00,Contribution,,C00443218,,,Wicker,Roger,,,,S,MS,,,,,,,,,
