form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00481531,SB23.2024,,,CCM,BOEBERT FOR CONGRESS,,,,,,PO BOX 752,,RIFLE,CO,81652,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H0CO03165,BOEBERT,LAUREN,,,,H,CO,03,  ,,,,,,,
SB23,C00481531,SB23.2016,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2NY22212,MCDONALD,BRANDON,WILLIAMS,,,H,NY,22,  ,,,,,,,
SB23,C00481531,SB23.2018,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB23,C00481531,SB23.2001,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00481531,SB23.2006,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00481531,SB23.2019,,,CCM,DON BACON FOR CONGRESS,,,,,,PO BOX 391368,,OMAHA,NE,68139,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00481531,SB23.2013,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,PO BOX 13176,8175 EAST EVANS RD #23176,PHOENIX,AZ,85002,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H4AZ06045,SCHWEIKERT,DAVID,S,,,H,AZ,06,  ,,,,,,,
SB23,C00481531,SB23.2003,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00481531,SB23.2009,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER RD,,HILMAR,CA,95324,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
SB23,C00481531,SB23.2004,,,CCM,JOHN JAMES FOR CONGRESS,,,,,,PO BOX 628,,ST CLAIR SHORES,MI,48080,P2024,,2023-06-12,1000.00,,CONTRIBUTION,,,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
