form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500015853,,,CCM,Aderholt For Congress,,,,,,403 1St St SE,,Washington,DC,200031827,P2024,,2023-09-14,1000.00,0.00,,011,C00313247,,,ADERHOLT,ROBERT,,,,H,AL,04,,,,,,,,
SB23,C00002972,500015887,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO Box 630167,,Irving,TX,750630113,P2024,,2023-09-21,1000.00,0.00,,011,C00714865,,,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,
SB23,C00002972,500015910,,,CCM,Blake Moore For Congress,,,,,,3213 Duke St,Ste 700,Alexandria,VA,223144533,P2024,,2023-09-21,1000.00,0.00,,011,C00738872,,,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00002972,500015867,,,CCM,Bonnie Watson Coleman For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,P2024,,2023-09-14,1000.00,0.00,,011,C00558437,,,WATSON COLEMAN,BONNIE,,,,H,DC,12,,,,,,,,
SB23,C00002972,500015921,,,CCM,Chuck Fleischmann For Congress Committee,,,,,,422 1St St SE,Fl 3,Washington,DC,200035172,P2024,,2023-09-28,1000.00,0.00,,011,C00461822,,,FLEISCHMANN,CHUCK,,,,H,TN,03,,,,,,,,
SB23,C00002972,500015911,,,CCM,Ciscomani For Congress,,,,,,2308 Mount Vernon Ave,# 337,Alexandria,VA,223011328,P2024,,2023-09-21,2500.00,0.00,,011,C00786194,,,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00002972,500015869,,,CCM,Citizens For Turner,,,,,,107 S West St,Ste 176,Alexandria,VA,223142824,P2024,,2023-09-14,1000.00,0.00,,011,C00373001,,,TURNER,MIKE,,,,H,OH,10,,,,,,,,
SB23,C00002972,500015863,,,CCM,Committee To Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,P2024,,2023-09-21,1000.00,0.00,,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00002972,500015861,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,4153 Flat Shoals Pkwy,Ste 322,Decatur,GA,300344106,P2024,,2023-09-14,1000.00,0.00,,011,C00418293,,,JOHNSON,HANK,,,,H,DC,04,,,,,,,,
SB23,C00002972,500015876,,,CCM,Curtis For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2023-09-14,1000.00,0.00,,,C00647339,,,CURTIS,JOHN,,,,H,DC,03,,,,,,,,
SB23,C00002972,500015919,,,CCM,Dan Crenshaw For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-09-28,1000.00,0.00,,011,C00660795,,,CRENSHAW,DAN,,,,H,TX,02,,,,,,,,
SB23,C00002972,500015878,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,G2024,,2023-09-14,1000.00,0.00,,011,C00559393,,,NEWHOUSE,DAN,,,,H,DC,04,,,,,,,,
SB23,C00002972,500015899,,,CCM,Darin Lahood For Congress,,,,,,PO Box 10735,,Peoria,IL,616120735,P2024,,2023-09-21,2500.00,0.00,,011,C00575050,,,LAHOOD,DARIN,,,,H,VA,18,,,,,,,,
SB23,C00002972,500015860,,,CCM,Darren Soto For Congress,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,P2024,,2023-09-21,1000.00,0.00,,011,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
