form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00442913,SB23.21648,,,PAC,AMERICA WORKS PAC,,,,,,PO BOX 15293,,WASHINGTON,DC,20003,G2024,,2024-08-08,3000.00,,Contribution,011,,,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00442913,SB23.21634,,,CCM,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,P.O. BOX 11091,,CHATTANOOGA,TN,37401,G2024,,2024-07-25,5000.00,,Contribution,011,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",H0TN03254,FLEISCHMANN,CHARLES J,,,,H,TN,03,,,,,,,,
SB23,C00442913,SB23.21626,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 11545,,PHILADELPHIA,PA,19116,G2024,,2024-07-25,1000.00,,Contribution,011,C00543363,CITIZENS FOR BOYLE,H4PA13199,Boyle,Brendan,F.,,,,,,,,,,,,,
SB23,C00442913,SB23.21629,,,CCM,CRAPO VICTORY COMMITTEE,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-07-25,5000.00,,Contribution,011,C00649574,,,,,,,,,,,,,,,,,,
SB23,C00442913,SB23.21629.0,SB23.21629,SB23,COM,FREEDOM FUND,,,,,,"701 8TH STREET, NW",SUITE 500,WASHINGTON,DC,20001,G2024,,2024-07-25,5000.00,,Contribution,011,C00390674,,,,,,,,,,,,,,,,,X,
SB23,C00442913,SB23.21621,,,PAC,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,G2024,,2024-07-24,25000.00,,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00442913,SB23.21653,,,PAC,DUCKWORTH VICTORY FUND,,,,,,124 WASHINGTON STREET,SUITE 101,FOXBORO,MA,02035,P2028,,2024-08-23,5000.00,,Contribution,011,C00577189,,,,,,,,,,,,,,,,,,
SB23,C00442913,SB23.21653.0,SB23.21653,SB23,CCM,TAMMY FOR ILLINOIS,,,,,,PO BOX 10793,,CHICAGO,IL,60610,P2028,,2024-08-23,5000.00,,Contribution,011,C00574889,TAMMY FOR ILLINOIS,S6IL00292,DUCKWORTH,L. TAMMY,,,,S,IL,00,,,,,,,X,
SB23,C00442913,SB23.21628,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,G2024,,2024-07-25,5000.00,,Contribution,011,,,S2SD00068,THUNE,JOHN,,,,S,SD,00,,,,,,,,
SB23,C00442913,SB23.21623,,,CCM,JEFFRIES FOR CONGRESS,,,,,,"3430 CONNECTICUT AVENUE, NW #11704",,WASHINGTON,DC,20008,G2024,,2024-07-25,3000.00,,Contribution,011,C00503052,JEFFRIES FOR CONGRESS,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
