form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00004861,B893037,,,CCM,Jamie for West Philly,,,,,,327 S. 13th Street,,Philadelphia,PA,19107,P2027,,2024-12-09,500.00,,P-2027 City Council Philadelphia Dist 3 ,011,,,,Gauthier,Jamie,,,,,PA, ,,,,,,,,
SB29,C00004861,B893035,,,CCM,Citizens for Kenyatta Johnson,,,,,,PO Box 7466,,Philadelphia,PA,19101,P2027,,2024-12-09,3700.00,,P-2027 City Council Philadelphia Dist 2 ,011,,,,Johnson,Kenyatta,,,,,PA, ,,,,,,,,
SB29,C00004861,B893036,,,CCM,Friends of O' Rourke,,,,,,5027 Spruce Street #4,,Philadelphia,PA,19139,P2027,,2024-12-09,1000.00,,P-2027 City Council At Large PA,011,,,,O'Rourke,Nicolas,,,,,PA, ,,,,,,,,
SB29,C00004861,B893034,,,CCM,Squilla for Council,,,,,,P.O. Box 37332,,Philadelphia,PA,19148,P2027,,2024-12-09,1000.00,,P-2027 City Council Philadelphia Dist 1 ,011,,,,Squilla,Mark,,,,,PA, ,,,,,,,,
SB29,C00004861,B893167,,,CCM,Nina for Philly,,,,,,PO Box 27339,,Philadelphia,PA,19118,P2027,,2024-12-10,500.00,,P-2027 City Council Philadelphia PA,011,,,,Ahmad,Nina,,,,,PA, ,,,,,,,,
SB29,C00004861,B893163,,,CCM,Friends of Elizabeth Fiedler,,,,,,PO Box 2468,,Philadelphia,PA,19147,P2026,,2024-12-10,500.00,,P-2026 State House 184 PA,011,,,,Fiedler,Elizabeth,,,,H,PA,18,,,,,,,,
SB29,C00004861,B893165,,,CCM,Harrity for Council,,,,,,720 E. Willard,,Philadelphia,PA,19134,P2027,,2024-12-10,500.00,,P-2027 City Council Philadelphia PA,011,,,,Harrity,Jimmy,,,,,PA, ,,,,,,,,
SB29,C00004861,B893162,,,CCM,Rick for Philly,,,,,,249 S. 49th Street #319,,Philadelphia,PA,19139,P2026,,2024-12-10,500.00,,P-2026 State House 188 PA,011,,,,Krajewski,Rick,,,,H,PA,18,,,,,,,,
SB29,C00004861,B893166,,,CCM,Citizens of Isaiah Thomas,,,,,,2008 Chestnut St. Suite 1R,,Philadelphia,PA,19103,P2027,,2024-12-10,500.00,,P-2027 City Council At Large PA,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00004861,B893164,,,CCM,Friends of Jeffrey Young Jr Esq,,,,,,630 N. 32nd Street,,Philadelphia,PA,19104,P2027,,2024-12-10,500.00,,P-2027 City Council Philadelphia PA,011,,,,Young,Jeffrey,,,Jr.,,PA, ,,,,,,,,
