form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00373696,500065420,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 Burnt Boat Dr,# 112,Bismarck,ND,585031333,P2024,,2023-03-22,2000.00,0.00,Contribution,,C00670547,,,ARMSTRONG,KELLY,,,,H,ND,01,,,,,,,,
SB23,C00373696,500065574,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00662650,,,BALDERSON,WILLIAM,TROY,,,H,OH,12,,,,,,,,
SB23,C00373696,500065562,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,P2024,,2023-03-22,2500.00,0.00,Contribution,,C00577353,,,Barragan,Nanette,,,,H,CA,44,,,,,,,,
SB23,C00373696,500065409,,,CCM,BERA FOR CONGRESS,,,,,,PO Box 582496,,Elk Grove,CA,957580042,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00461061,,,Bera,AMERISH,,,,H,CA,06,,,,,,,,
SB23,C00373696,500065421,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00408534,,,Bilirakis,Gus,M,,,H,FL,12,,,,,,,,
SB23,C00373696,500065556,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,P2024,,2023-03-22,1500.00,0.00,Contribution,,C00408534,,,Bilirakis,Gus,M,,,H,FL,12,,,,,,,,
SB23,C00373696,500065557,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,G2024,,2023-03-22,1000.00,0.00,Contribution,,C00408534,,,Bilirakis,Gus,M,,,H,FL,12,,,,,,,,
SB23,C00373696,500065404,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 S 700 E,# B505,Salt Lake City,UT,841022161,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00738872,,,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00373696,500065455,,,CCM,BONNIE WATSON COLEMAN FOR CONGRESS,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00558437,,,Watson Coleman,Bonnie,,Rep.,,H,NJ,12,,,,,,,,
SB23,C00373696,500065402,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO Box 939,,Langhorne,PA,190470939,P2024,,2023-03-22,5000.00,0.00,Contribution,,C00607416,,,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
