form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00304832,SB23.5993,,,CCM,Brian Birdwell Campaign,,,,,,1122 Colorado Street,Suite 108,Austin,TX,78701,G2024,,2024-11-13,1000.00,,Contribution to Candidate,,,,,,,,,,,TX,,,,,,,,,
SB23,C00304832,SB23.5998,,,CCM,Charlie Geren Campaign,,,,,,1122 Colorado Street,,Austin,TX,78701,G2024,,2024-11-13,500.00,,Contribution to Candidate,,,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5994,,,CCM,Chuy Hinojosa Campaign,,,,,,1122 Colorado Street,,Austin,TX,78701,G2024,,2024-11-13,1000.00,,Contribution to Candidate,,,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5973,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2024,,2024-10-30,5000.00,,Contribution to Candidate,,C00504704,,,,,,,,S,ND,01,,,,,,,,
SB23,C00304832,SB23.5968,,,CCM,DAINES SENATE MAJORITY FUND,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2024,JFC,2024-10-24,50000.00,,Contribution to Candidates JFC,,C00571596,,,,,,,,S,MT,00,,,,,,,,
SB23,C00304832,SB23.5990,,,CCM,Eddie Morales Campaign,,,,,,1122 Colorado Street,Suite 108,Austin,TX,78701,G2024,,2024-11-13,1000.00,,Contribution to Candidate,,,,,,,,,,,TX,,,,,,,,,
SB23,C00304832,SB23.5991,,,CCM,Greg Bonnen Campaign,,,,,,1122 Colorado Street,Suite 108,Austin,TX,78701,G2024,,2024-11-13,500.00,,Contribution to Candidate,,,,,,,,,,,TX,,,,,,,,,
SB23,C00304832,SB23.5966,,,CCM,JACKY ROSEN VICTORY FUND,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,G2024,,2024-10-24,2500.00,,Contribution to Candidate,,C00772517,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5997,,,CCM,Joan Huffman Campaign,,,,,,1122 Colorado Street,Suite 108,Austin,TX,78701,G2024,,2024-11-13,1000.00,,Contribution to Candidate,,,,,,,,,,,TX,,,,,,,,,
SB23,C00304832,SB23.5963,,,CCM,LOU CORREA FOR CONGRESS,,,,,,3230 ARENA BLVD,STE 245-416,SACRAMENTO,CA,95834,G2024,,2024-10-24,2500.00,,Contribution to Candidate,,C00578302,,,,,,,,H,CA,46,,,,,,,,
SB23,C00304832,SB23.5961,,,PAC,ROUGHRIDER PAC,,,,,,1515 BURNT BOAT DR,BOX 112,BISMARCK,ND,58503,O2024,PAC to PAC,2024-10-24,5000.00,,PAC to PAC Contribution,,C00691147,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5992,,,CCM,Senfronia Thompson Campaign,,,,,,1122 Colorado Street,Suite 108,Austin,TX,78701,G2024,,2024-11-13,500.00,,Contribution to Candidate,,,,,,,,,,,TX,,,,,,,,,
SB23,C00304832,SB23.5987,,,CCM,Texans for Dade Phelan,,,,,,1122 Colorado Street,,Austin,TX,78701,G2024,,2024-11-13,2500.00,,Contribution to Candidate,,,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5984,,,CCM,Texans for Dan Patrick,,,,,,1122 Colorado Street,Suite 208,Austin,TX,78701,G2024,,2024-11-13,2500.00,,Contribution to Texas Candidate,,,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5974,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-11-13,5000.00,,Contribution to Candidate,,C00844159,,,,,,,,S,MT,00,,,,,,,,
SB23,C00304832,SB23.5964,,,CCM,TROY DOWNING FOR CONGRESS,,,,,,PO BOX 322,,HELENA,MT,59624,G2024,,2024-10-24,1500.00,,Contribution to Candidate,,C00855288,,,,,,,,H,MT,02,,,,,,,,
SB23,C00304832,SB23.5976,,,CCM,TROY DOWNING FOR CONGRESS,,,,,,PO BOX 322,,HELENA,MT,59624,G2024,,2024-11-13,2500.00,,Contribution to Candidate,,C00855288,,,,,,,,H,MT,02,,,,,,,,
SB23,C00304832,SB23.5972,,,CCM,WINE INSTITUTE PAC,,,,,,1032 15TH STREET NW,SUITE 247,WASHINGTON,DC,20005,O2024,PAC to PAC,2024-10-24,5000.00,,PAC to PAC Contribution,,C00065219,,,,,,,,,,,,,,,,,,
SB23,C00304832,SB23.5970,,,CCM,ZINKE FOR CONGRESS,,,,,,704C 13TH ST E,STE 260,WHITEFISH,MT,59937,G2024,,2024-10-24,2500.00,,Contribution to Candidate,,C00778159,,,,,,,,H,MT,01,,,,,,,,
