form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00077321,48739236,,,CCM,Friends Of John Barrasso,,,,,,6896 Casper Mountain Rd,,Casper,WY,82601,P2024,,2023-06-05,2500.00,0.00,,011,C00436386,Friends Of John Barrasso,,Barrasso,John,,Mr.,,S,WY,,,,,,,,,
SB23,C00077321,48739237,,,CCM,Marsha For Senate,,,,,,PO BOX 3750,,Brentwood,TN,37024,P2024,,2023-06-05,2500.00,0.00,,011,C00376939,Marsha For Senate,,Blackburn,Marsha,,Rep.,,S,TN,,,,,,,,,
SB23,C00077321,48739238,,,CCM,Deb Fischer For Us Senate Inc,,,,,,1620 N Street,,Lincoln,NE,68508,P2024,,2023-06-05,2500.00,0.00,,011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Debra,,Ms.,,S,NE,,,,,,,,,
SB23,C00077321,48739239,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,39205,P2024,,2023-06-05,2500.00,0.00,,011,C00443218,Wicker For Senate,,Wicker,Roger,,Mr.,,S,MS,,,,,,,,,
SB23,C00077321,48739241,,,CCM,Brian Fitzpatrick For All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-06-05,5000.00,0.00,,011,C00607416,Brian Fitzpatrick For All of Us,H6PA08277,Fitzpatrick,Brian,,,,H,PA,08,,,,,,,,
SB23,C00077321,48739244,,,CCM,Tenney For Congress,,,,,,28 Robinson Road,PO Box 128,Clinton,NY,13323,P2024,,2023-06-05,2500.00,0.00,,011,C00561183,Tenney For Congress,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,22,,,,,,,,
SB23,C00077321,48739247,,,CCM,Greg Steube For Congress,,,,,,5317 Fruitville Rd,# 102,Sarasota,FL,34232,P2024,,2023-06-05,2500.00,0.00,,011,C00671891,Greg Steube For Congress,H8FL17053,Steube,Greg,,Rep.,,H,FL,17,,,,,,,,
SB23,C00077321,48739250,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,P2024,,2023-06-05,2500.00,0.00,,011,C00779603,Carey For Congress,H2OH15228,Carey,Mike,,Rep.,,H,OH,15,,,,,,,,
SB23,C00077321,48739251,,,PAC,Alamo PAC,,,,,,"919 Congress Ave, Suite 1400",Frost Bank Plaza,Austin,TX,78701,,,2023-06-05,2500.00,0.00,,011,C00387464,,,,,,,,,,,,,,,,,,
SB23,C00077321,48739254,,,CCM,Nicole For New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-06-05,2500.00,0.00,,011,C00694778,Nicole For New York,H0NY11078,Malliotakis,Nicole,,Rep.,,H,NY,11,,,,,,,,
SB23,C00077321,48739258,,,CCM,Texans For Jodey Arrington,,,,,,PO Box 6687,,Lubbock,TX,79493,P2024,,2023-06-05,2500.00,0.00,,011,C00588657,Texans For Jodey Arrington,H6TX19099,Arrington,Jodey,,,,H,TX,19,,,,,,,,
SB23,C00077321,48739259,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2023-06-05,1000.00,0.00,,011,C00379735,Cole For Congress,,Cole,Thomas,,Rep.,,H,OK,04,,,,,,,,
SB23,C00077321,48739260,,,CCM,Lucas For Congress,,,,,,PO Box 1726,,Oklahoma City,OK,73101,P2024,,2023-06-05,1000.00,0.00,,011,,,,Lucas,Frank,,,,H,OK,06,,,,,,,,
SB23,C00077321,48739261,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2023-06-05,1000.00,0.00,,011,C00703843,Bice For Congress,H0OK05205,Bice,Stephanie,,Rep.,,H,OK,05,,,,,,,,
SB23,C00077321,48739262,,,CCM,Kathy Manning For Congress,,,,,,PO Box 41197,,Greensboro,NC,27404,P2024,,2023-06-05,2500.00,0.00,,011,C00662577,Kathy Manning For Congress,H8NC13067,Manning,Kathy,,Rep.,,H,NC,06,,,,,,,,
SB23,C00077321,48739268,,,CCM,Scott Peters For Congress,,,,,,PO Box 70980,,Washington,DC,20024,P2024,,2023-06-05,5000.00,0.00,,011,C00503110,Scott Peters For Congress,H2CA52089,Peters,Scott,,Rep.,,H,CA,52,,,,,,,,
