form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00076182,B-10843,,,CCM,Adrian Smith for Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00412890,Adrian Smith for Congress,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,
SB23,C00076182,B-10849,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,P2024,,2023-05-24,5000.00,5000.00,Contribution,011,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,Craig,Angie,,Rep.,,H,MN,02,,,,,,,,
SB23,C00076182,B-10825,,,PAC,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),,,,,,PO BOX 1672,,ALEXANDRIA,VA,22313,O2023,Other-2023,2023-05-24,5000.00,5000.00,2023 LPAC Contribution,011,C00476317,BOOZMAN FOR ARKANSAS,S0AR00150,Boozman,John,,Sen.,,S,AR,00,,,,,,,,
SB23,C00076182,B-10837,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,Pfluger,August,,Rep.,II,H,TX,11,,,,,,,,
SB23,C00076182,B-10829,,,CCM,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00482737,AUSTIN SCOTT FOR CONGRESS INC,H0GA08099,Scott,Austin,,Rep.,,H,GA,08,,,,,,,,
SB23,C00076182,B-10841,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00545749,EMMER FOR CONGRESS,H4MN06087,Emmer,Tom,,Rep.,Jr.,H,MN,06,,,,,,,,
SB23,C00076182,B-10949,,,PAC,Freedom 21: Fighting for Freedom/21st Century,,,,,,P.O. BOX 540370,,North Salt Lake,UT,84054,O2023,Other-2023,2023-05-24,2500.00,0.00,Contribution,011,C00506931,"FRIENDS FOR CHRIS STEWART, INC.",H2UT02324,Stewart,Chris,,Rep.,,H,UT,02,,,,,,,,
SB23,C00076182,B-10951,,,PAC,Freedom 21: Fighting for Freedom/21st Century,,,,,,P.O. BOX 540370,,North Salt Lake,UT,84054,O2023,Other-2023,2023-05-24,-2500.00,0.00,Void - Freedom 21,011,C00506931,"FRIENDS FOR CHRIS STEWART, INC.",H2UT02324,Stewart,Chris,,Rep.,,H,UT,02,,,,,,,,
SB23,C00076182,B-10831,,,CCM,Friends of Dusty Johnson,,,,,,PO BOX 278,,MITCHELL,SD,57301,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00628917,Friends of Dusty Johnson,H8SD01055,Johnson,Dusty,,Rep.,,H,SD,00,,,,,,,,
SB23,C00076182,B-10944,,,PAC,GREAT LAKES PAC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,48826,O2023,Other-2023,2023-05-24,5000.00,5000.00,Contribution,011,C00344473,STABENOW FOR US SENATE,S8MI00281,Stabenow,Debbie,,Sen.,,S,MI,00,,,,,,,,
SB23,C00076182,B-10833,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,P2024,,2023-05-24,3500.00,3500.00,Contribution,011,C00730895,KAT FOR CONGRESS,H0FL03175,Cammack,Kat,,Rep.,,H,FL,03,,,,,,,,
SB23,C00076182,B-10839,,,CCM,KAY GRANGER CAMPAIGN FUND,,,,,,"715 JONES STREET, SUITE 101",,FORT WORTH,TX,761076547,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00310532,KAY GRANGER CAMPAIGN FUND,H6TX12060,Granger,Kay,,Rep.,,H,TX,12,,,,,,,,
SB23,C00076182,B-10845,,,CCM,LUCAS FOR CONGRESS,,,,,,PO BOX 1726,,OKLAHOMA CITY,OK,731011726,P2024,,2023-05-24,5000.00,5000.00,Contribution,011,C00287912,LUCAS FOR CONGRESS,H4OK06056,Lucas,Frank,,Rep.,,H,OK,03,,,,,,,,
SB23,C00076182,B-10827,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00546499,MIKE BOST FOR CONGRESS COMMITTEE,H4IL12060,Bost,Mike,,Rep.,,H,IL,12,,,,,,,,
SB23,C00076182,B-10847,,,CCM,ROMNEY FOR UTAH INC,,,,,,PO BOX 7000,,OREM,UT,01915,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,C00670695,ROMNEY FOR UTAH INC,S8UT00176,Romney,Mitt,,Sen.,,S,UT,00,,,,,,,,
SB23,C00076182,B-10823,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL,,,,,,1519 Washington Street,2nd Floor Suite 200,Laredo,TX,78042,P2024,,2023-05-24,2500.00,2500.00,Contribution,011,,TEXANS FOR HENRY CUELLAR CONGRESSIONAL,H2TX23082,Cuellar,Henry,,Rep.,,H,TX,28,,,,,,,,
SB23,C00076182,B-10835,,,CCM,VALADAO FOR CONGRESS,,,,,,504 VAN NESS,,FRESNO,CA,93704,P2024,,2023-05-24,5000.00,5000.00,Contribution,011,C00499392,VALADAO FOR CONGRESS,H2CA20094,Valadao,David,,Rep.,,H,CA,22,,,,,,,,
SB23,C00076182,B-10819,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,P2024,,2023-06-27,2500.00,5000.00,Contribution,011,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,Feenstra,Randy,,Rep.,,H,IA,04,,,,,,,,
SB23,C00076182,B-10821,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2023-06-27,2500.00,2500.00,Contribution,011,C00717959,FISCHBACH FOR CONGRESS,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,
SB23,C00076182,B-10815,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-06-27,2500.00,5000.00,Contribution,011,C00680769,GREG PENCE VICTORY,H8IN06129,Pence,Greg,,Rep.,,H,IN,06,,,,,,,,
SB23,C00076182,B-10817,,,CCM,MARTIN HEINRICH FOR SENATE,,,,,,P.O. BOX 15854,,Washington,DC,20003,P2024,,2023-06-27,2500.00,2500.00,Contribution,011,C00434563,MARTIN HEINRICH FOR SENATE,S2NM00088,Heinrich,Martin,,Sen.,,S,NM,00,,,,,,,,
