form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00318311,SB23.19948,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 MERCANTILE LN STE 100,,UPPER MARLBORO,MD,20774,G2024,,2024-06-27,2500.00,,,011,C00840017,ALSOBROOKS FOR SENATE,,,,,,,S,MD,00,,,,,,,,
SB23,C00318311,SB23.19951,,,CCM,ANDY KIM FOR NEW JERSEY,,,,,,PO BOX 211,,MARLTON,NJ,08053,G2024,,2024-06-27,2500.00,,,011,C00648220,ANDY KIM FOR NEW JERSEY,,,,,,,S,NJ,00,,,,,,,,
SB23,C00318311,SB23.19955,,,CAN,,BONAMICI,SUZANNE MS.,,,,2370 SW SCENIC DR,,PORTLAND,OR,97225,G2024,,2024-06-28,1500.00,,,011,,,H2OR01133,BONAMICI,SUZANNE MS.,,,,H,OR,01,,,,,,,,
SB23,C00318311,SB23.19945,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,G2024,,2024-06-18,1000.00,,,011,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00318311,SB23.19943,,,CAN,,CARTWRIGHT,MATT,,,,PO BOX 414,,SCRANTON,PA,18501,G2024,,2024-06-28,6000.00,,,011,,,H2PA17079,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB23,C00318311,SB23.19944,,,CCM,DEM SENATORIAL CAMPAIGN COM,,,,,,120 MARYLAND AVENUE NE,.,WASHINGTON,DC,20002,G2024,,2024-06-20,5000.00,,,011,C00042366,DEM SENATORIAL CAMPAIGN COM,,,,,,,S,MD,,,,,,,,,
SB23,C00318311,SB23.19953,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,P.O. BOX 4145,,EAST LANSING,MI,48826,G2024,,2024-06-27,2500.00,,,011,C00834218,ELISSA SLOTKIN FOR MICHIGAN,,,,,,,S,MI,00,,,,,,,,
SB23,C00318311,SB23.19958,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,G2024,,2024-06-28,2500.00,,,011,C00558627,GALLEGO FOR ARIZONA,,,,,,,S,AZ,03,,,,,,,,
SB23,C00318311,SB23.19946,,,CCM,KAINE VICTORY FUND,,,,,,1490-5A QUARTERPATH ROAD #272,,WILLIAMSBURG,VA,23185,G2024,,2024-06-28,1000.00,,,011,C00833350,KAINE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00318311,SB23.19956,,,CCM,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,PO BOX 9767,,WILMINGTON,DE,19809,G2024,,2024-06-28,1000.00,,,011,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,,,,,,,H,DE,00,,,,,,,,
