form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344234,500041689,,,PAC,A Love Supreme PAC,,,,,,PO Box 772671,,Orlando,FL,328772671,,,2023-12-20,5000.00,0.00,2023 Contribution,,C00826685,A Love Supreme PAC,,,,,,,,,,,,,,,,,
SB23,C00344234,500041709,,,COM,Biden Victory Fund,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-12-14,100000.00,0.00,Contribution,,C00744946,Biden Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00344234,500041686,,,CCM,Cisneros for Congress,,,,,,PO Box 40,,Placentia,CA,928710040,P2024,,2023-12-20,5000.00,0.00,Contribution,,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00344234,500041687,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2023-12-20,5000.00,0.00,Contribution,,C00839597,,,Allred,Colin,,,,S,TX,00,,,,,,,,
SB23,C00344234,500041684,,,CCM,Dr. Raul Ruiz for Congress,,,,,,PO Box 3433,,Palm Desert,CA,922613433,P2024,,2023-12-20,5000.00,0.00,Contribution,,C00502575,,,Ruiz,Raul,,,,H,CA,25,,,,,,,,
SB23,C00344234,500041615,,,CCM,Joe Morelle For Congress,,,,,,PO Box 90914,,Rochester,NY,146090914,P2024,,2023-12-06,5000.00,0.00,Contribution,,C00675108,,,Morelle,Joseph,D.,,,H,NY,25,,,,,,,,
SB23,C00344234,500041683,,,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,913582018,P2024,,2023-12-20,5000.00,0.00,Contribution,,C00513077,,,Brownley,Julia,,,,H,CA,26,,,,,,,,
SB23,C00344234,500041685,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-12-20,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,00,,,,,,,,
SB23,C00344234,500041688,,,CCM,Mondaire for Congress,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2023-12-20,5000.00,0.00,Contribution,,C00711150,,,Jones,Mondaire,,,,H,NY,17,,,,,,,,
SB23,C00344234,500041708,,,CCM,Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,115420669,O2024,Special General,2023-12-14,5000.00,0.00,Contribution,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
