form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00712885,SE-S1662061,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,448.99,2024-09-04,2787.13,LEADS / PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,
SE,C00712885,SE-S1662063,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,448.99,2024-09-04,6097.21,LEADS / PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,
SE,C00712885,SE-S1661643,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,170.01,2024-09-05,766.66,LEADS/PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,
SE,C00712885,SE-S1661645,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,170.01,2024-09-05,4076.74,LEADS/PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,
SE,C00712885,SE-S1663331,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,295.89,2024-09-11,4122.37,LEADS / PHONE LISTS,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-09-05,
SE,C00712885,SE-S1663333,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,295.89,2024-09-11,7432.45,LEADS / PHONE LISTS,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-09-05,
SE,C00712885,SE-S1662069,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,426.54,2024-09-04,2787.13,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,
SE,C00712885,SE-S1662071,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,426.54,2024-09-04,6097.21,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-29,
SE,C00712885,SE-S1661651,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,164.92,2024-09-05,766.66,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,
SE,C00712885,SE-S1661653,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,164.92,2024-09-05,4076.74,PHONEBANK PAYROLL SERVICES,004,,S,H2CA00120,BROWNLEY,JULIA,,,,H,26,CA,LEAGUE,RICHARD,ANDREW,MR.,,2024-08-22,
SE,C00712885,SE-S1663339,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,288.92,2024-09-11,4122.37,PHONEBANK PAYROLL SERVICES,004,,S,H6FL18097,MAST,BRIAN,,,,H,21,FL,LEAGUE,RICHARD,ANDREW,MR.,,2024-09-05,
