form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00733840,SB21B.I58911,,,ORG,AMERICAN EXPRESS,,,,,,P.O. BOX 1270,,NEWARK,NJ,07101,,,2023-07-24,3732.79,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59251,SB21B.I58911,SB21B,ORG,AMTRAK,,,,,,"60 MASSHACHUSETTS AVENUE, NE",,WASHINGTON,DC,20002,,,2023-07-09,303.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59254,SB21B.I58911,SB21B,ORG,AMTRAK,,,,,,"60 MASSHACHUSETTS AVENUE, NE",,WASHINGTON,DC,20002,,,2023-07-10,39.00,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59249,SB21B.I58911,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2023-07-02,679.10,,AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59250,SB21B.I58911,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2023-07-08,188.90,,AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59252,SB21B.I58911,SB21B,ORG,LEGEND CAR SERVICE,,,,,,209 25TH STREET,,BROOKLYN,NY,11232,,,2023-07-10,210.07,,TRANSPORTATION SVC,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59255,SB21B.I58911,SB21B,ORG,LEGEND CAR SERVICE,,,,,,209 25TH STREET,,BROOKLYN,NY,11232,,,2023-07-11,576.63,,TRANSPORTATION SVC,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I59257,SB21B.I58911,SB21B,ORG,THE ALGONQUIN HOTEL,,,,,,59 W 44TH ST,APT 605,NEW YORK,NY,10036,,,2023-07-12,1596.74,,LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I60380,,,ORG,AMERICAN EXPRESS,,,,,,P.O. BOX 1270,,NEWARK,NJ,07101,,,2023-09-20,2715.64,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60494,SB21B.I60380,SB21B,ORG,ALASKA AIRLINES,,,,,,P.O. BOX 68900,,SEATTLE,WA,98168,,,2023-09-05,569.80,,AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I60496,SB21B.I60380,SB21B,ORG,MGL LIMO WORLDWIDE,,,,,,470 NOOR AVE 1139,,SAN FRANCISCO,CA,94080,,,2023-09-06,1092.00,,TRANSPORTATION SVC,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I60497,SB21B.I60380,SB21B,ORG,SAN FRANCISCO AIRPORT MARRIOTT WATERFRONT,,,,,,"1800 OLD BAYSHORE HWY,",,BURLINGAME,CA,94010,,,2023-09-09,310.69,,LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I60495,SB21B.I60380,SB21B,ORG,UNITED AIRLINES,,,,,,233 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,,,2023-09-05,737.50,,AIRFARE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00733840,SB21B.I58979,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-03,40.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I58986,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-08,40.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59101,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-30,200.90,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59114,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-09-01,152.60,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59115,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-09-02,4.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59116,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-09-04,140.90,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59139,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-09-05,40.60,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60489,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-10-01,10.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60549,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-10-18,20.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60630,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-10-31,20.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60687,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-11-07,8.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I58854,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-07-17,250.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I58896,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-07-19,250.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59040,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-08-17,500.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60371,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-09-17,500.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60542,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-10-17,500.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60722,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-11-17,500.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I61063,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-12-17,500.00,,COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60462,,,ORG,"CONCENTRIC OFFICE, LLC",,,,,,8136 OLD KEENE MILL ROAD,SUITE A300,SPRINGFIELD,VA,22152,,,2023-09-30,3039.22,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I58984,,,ORG,MOUNTAIN VIEW CONSULTING,,,,,,2319 W. BRIDGE AVENUE,,SPOKANE,WA,99201,,,2023-08-09,10000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I59112,,,ORG,MOUNTAIN VIEW CONSULTING,,,,,,2319 W. BRIDGE AVENUE,,SPOKANE,WA,99201,,,2023-09-01,17167.50,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00733840,SB21B.I60641,,,ORG,MOUNTAIN VIEW CONSULTING,,,,,,2319 W. BRIDGE AVENUE,,SPOKANE,WA,99201,,,2023-11-01,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
