form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00708644,SB21B.4528,,,ORG,BELMONT STRATEGIES,,,,,,184 WEST BOYLSTON ST,,WEST BOYLSTON,MA,01583,,,2023-04-21,12750.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4529,,,ORG,BELMONT STRATEGIES,,,,,,184 WEST BOYLSTON ST,,WEST BOYLSTON,MA,01583,,,2023-05-31,8500.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4530,,,ORG,BELMONT STRATEGIES,,,,,,184 WEST BOYLSTON ST,,WEST BOYLSTON,MA,01583,,,2023-06-02,8500.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4531,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-01-25,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4532,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-02-15,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4533,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-03-08,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4534,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-04-21,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4535,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-06-02,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4537,,,ORG,CAPITAL RESEARCH GROUP,,,,,,PO BOX 7530,,ARLINGTON,VA,22207,,,2023-02-24,32162.00,,RESEARCH CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4546,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-05-31,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4547,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-05-31,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4548,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-05-31,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4549,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-06-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4550,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-06-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4551,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-06-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4552,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2023-06-30,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4554,,,ORG,"CREATIVE STRATEGIC SOLUTIONS, LLC",,,,,,7708 RICHMOND HWY,STE 1018,ARLINGTON,VA,22313,,,2023-04-10,150000.00,,DIGITAL ADVERTISING (NON-FEDERAL),,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4555,,,ORG,"CREATIVE STRATEGIC SOLUTIONS, LLC",,,,,,7708 RICHMOND HWY,STE 1018,ARLINGTON,VA,22313,,,2023-04-10,10000.00,,PRODUCTION COST: DIGITAL ADS (NON-FEDERAL),,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4556,,,ORG,"CREATIVE STRATEGIC SOLUTIONS, LLC",,,,,,7708 RICHMOND HWY,STE 1018,ARLINGTON,VA,22313,,,2023-04-10,20000.00,,DIGITAL CONSULTING AND PROJECT MANAGEMENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4558,,,ORG,DICKINSON WRIGHT PLLC,,,,,,1825 EYE STREET NW,STE 900,WASHINGTON,DC,20006,,,2023-03-08,136.50,,LEGAL CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4559,,,ORG,DICKINSON WRIGHT PLLC,,,,,,1825 EYE STREET NW,STE 900,WASHINGTON,DC,20006,,,2023-05-31,1275.00,,LEGAL CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4560,,,ORG,DICKINSON WRIGHT PLLC,,,,,,1825 EYE STREET NW,STE 900,WASHINGTON,DC,20006,,,2023-06-02,3214.50,,LEGAL CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4561,,,ORG,DICKINSON WRIGHT PLLC,,,,,,1825 EYE STREET NW,STE 900,WASHINGTON,DC,20006,,,2023-06-30,1593.75,,LEGAL CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4562,,,ORG,"HOLLOWAY CONSULTING, INC.",,,,,,1530 WILSON BLVD,STE 440,ARLINGTON,VA,22209,,,2023-01-06,2500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4563,,,ORG,"HOLLOWAY CONSULTING, INC.",,,,,,1530 WILSON BLVD,STE 440,ARLINGTON,VA,22209,,,2023-01-25,11000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4564,,,ORG,"HOLLOWAY CONSULTING, INC.",,,,,,1530 WILSON BLVD,STE 440,ARLINGTON,VA,22209,,,2023-03-09,2500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4565,,,ORG,"HOLLOWAY CONSULTING, INC.",,,,,,1530 WILSON BLVD,STE 440,ARLINGTON,VA,22209,,,2023-03-09,10.85,,FUNDRAISING CONSULTING EXPENSES: POSTAGE AND DELIVERY COST,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4566,,,ORG,"HOLLOWAY CONSULTING, INC.",,,,,,1530 WILSON BLVD,STE 440,ARLINGTON,VA,22209,,,2023-03-23,19.10,,FUNDRAISING CONSULTING EXPENSES: POSTAGE AND DELIVERY COST,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4568,,,ORG,NATIONAL RESEARCH INC,,,,,,ATTN: ADAM GELLER,17 VILLAGE CT,HAZLET,NJ,07730,,,2023-02-22,50500.00,,POLLING EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4570,,,ORG,STARBOARD LLC,,,,,,PO BOX 6174,,PARKERSBURG,WV,26105,,,2023-06-01,3750.00,,RESEARCH CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4571,,,ORG,SW2 POLITICAL,,,,,,107 S WEST ST,#956,ALEXANDRIA,VA,22314,,,2023-04-21,7500.00,,STRATEGY CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4572,,,ORG,SW2 POLITICAL,,,,,,107 S WEST ST,#956,ALEXANDRIA,VA,22314,,,2023-05-31,7500.00,,STRATEGY CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00708644,SB21B.4573,,,ORG,SW2 POLITICAL,,,,,,107 S WEST ST,#956,ALEXANDRIA,VA,22314,,,2023-06-02,7500.00,,STRATEGY CONSULTING,,,,,,,,,,,,,,,,,,,,
