form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344325,17806895,,,PTY,DCCC - Legal Fund,,,,,,"430 South Capitol Street SE, 2nd F",,Washington,DC,200034024,,,2023-12-01,15000.00,0.00,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17852339,,,CCM,Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,11542,S2024,Special-General2024,2023-12-13,2500.00,0.00,Contribution,011,C00607200,Suozzi for Congress,H6NY03247,Suozzi,Thomas,,Mr.,,H,NY,03,,,,,,,,Contribution
SB23,C00344325,17854479,,,CCM,Elissa Slotkin for Michigan,,,,,,PO Box 4145,,East Lansing,MI,48826,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00650150,Elissa Slotkin for Michigan,H8MI08102,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,Contribution
SB23,C00344325,17854480,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,05402,P2024,,2023-12-18,1000.00,0.00,Contribution,011,C00797175,Becca Balint for Vermont,H2VT01076,Balint,Rebecca,,Rep.,,H,VT,00,,,,,,,,Contribution
SB23,C00344325,17854481,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,97477,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00796144,Val Hoyle for Congress,H2OR04095,Hoyle,Valerie,,Rep.,,H,OR,04,,,,,,,,Contribution
SB23,C00344325,17854482,,,CCM,Haley Stevens for Congress,,,,,,33717 Woodward Avenue #539,,Birmingham,MI,48009,P2024,,2023-12-18,1000.00,0.00,Contribution,011,C00638650,Haley Stevens for Congress,H8MI11254,Stevens,Haley,,Rep.,,H,MI,11,,,,,,,,Contribution
SB23,C00344325,17854483,,,CCM,Joe Morelle for Congress,,,,,,PO Box 90914,,Rochester,NY,14609,P2024,,2023-12-18,1000.00,0.00,Contribution,011,C00675108,Joe Morelle for Congress,H8NY25105,Morelle,Joseph,D.,Rep.,,H,NY,25,,,,,,,,Contribution
SB23,C00344325,17854484,,,CCM,Jamie Raskin for Congress,,,,,,PO Box 5418,,Takoma Park,MD,20913,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00575126,Jamie Raskin for Congress,H6MD08457,Raskin,Jamie,,Rep.,,H,MD,08,,,,,,,,Contribution
SB23,C00344325,17854485,,,CCM,Susan Wild for Congress,,,,,,"1636 N Cedar Crest Blvd, #183",,Allentown,PA,18104,P2024,,2023-12-18,1500.00,0.00,Contribution,011,C00658567,Susan Wild for Congress,H8PA15229,Wild,Susan,,Rep.,,H,PA,07,,,,,,,,Contribution
SB23,C00344325,17854487,,,CCM,Stand with Sanchez,,,,,,PO Box 4006,,Whittier,CA,90607,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00384057,Stand with Sanchez,H2CA39078,Sanchez,Linda,,Rep.,,H,CA,38,,,,,,,,Contribution
SB23,C00344325,17854488,,,PAC,Fair Shot PAC,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,,,2023-12-18,2500.00,0.00,Contribution,011,C00574970,,H4MA05084,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,17854489,,,CCM,Troy Carter for Congress,,,,,,PO Box 50730,,New Orleans,LA,70150,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00763649,Troy Carter for Congress,H2LA02149,Carter,Troy,A.,Rep.,Sr.,H,LA,02,,,,,,,,Contribution
SB23,C00344325,17854490,,,CCM,Mark Pocan for Congress,,,,,,PO Box 327,,Madison,WI,53701,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00502179,Mark Pocan for Congress,H2WI02124,Pocan,Mark,,Rep.,,H,WI,02,,,,,,,,Contribution
SB23,C00344325,17854491,,,CCM,Bill Foster for Congress,,,,,,PO Box 9104,,Aurora,IL,60598,P2024,,2023-12-18,1500.00,0.00,Contribution,011,C00435099,Bill Foster for Congress,H8IL14067,Foster,G. William,,Rep.,,H,IL,11,,,,,,,,Contribution
SB23,C00344325,17854493,,,CCM,Magaziner for Congress,,,,,,"1 Park Row, 5th Floor",,Providence,RI,02903,P2024,,2023-12-18,1500.00,0.00,Contribution,011,C00802504,Magaziner for Congress,H2RI02184,Magaziner,Seth,,Rep.,,H,RI,02,,,,,,,,Contribution
SB23,C00344325,17854495,,,CCM,Greg Casar for Congress,,,,,,PO Box 301923,,Austin,TX,78703,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00791897,Greg Casar for Congress,H2TX35144,Casar,Greg,,Rep.,,H,TX,35,,,,,,,,Contribution
SB23,C00344325,17854497,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,12402,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00815290,Pat Ryan for Congress,H2NY18103,Ryan,Patrick,,Rep.,,H,NY,18,,,,,,,,Contribution
SB23,C00344325,17854498,,,CCM,Delbene for Congress,,,,,,PO Box 477,,Kirkland,WA,98083,P2024,,2023-12-18,2500.00,0.00,Contribution,011,C00459099,Delbene for Congress,H0WA08046,DelBene,Suzan,,Rep.,,H,WA,01,,,,,,,,Contribution
