form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00266585,26890161,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 636,,Annadale,VA,22003,P2024,,2023-05-02,1000.00,0.00,Political Contribution,011,C00345546,Citizens To Elect Rick Larsen,H0WA02080,Larsen,Rick,,,,H,WA,02,,,,,,,,Political Contribution
SB23,C00266585,26890203,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,P2024,,2023-05-02,4000.00,0.00,Political Contribution,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,,,S,RI,,,,,,,,,Political Contribution
SB23,C00266585,26890204,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,G2024,,2023-05-02,1000.00,0.00,Political Contribution,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,,,S,RI,,,,,,,,,Political Contribution
SB23,C00266585,26917940,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2023-05-09,5000.00,0.00,Political Contribution,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,,,S,MT,,,,,,,,,Political Contribution
SB23,C00266585,26917942,,,CCM,Stand With Sanchez,,,,,,P.O. Box 83142,,Gaithersburg,MD,20883,P2024,,2023-05-09,2500.00,0.00,Political Contribution,011,C00384057,Stand With Sanchez,H2CA39078,Sanchez,Linda,T.,,,H,CA,39,,,,,,,,Political Contribution
SB23,C00266585,26931207,,,CCM,Marsha For Senate,,,,,,P.O. Box 3986,,Washington,DC,20027,P2024,,2023-05-15,1500.00,0.00,Political Contribution,011,C00376939,Marsha For Senate,H2TN06030,Blackburn,Marsha,,,,S,TN,,,,,,,,,Political Contribution
SB23,C00266585,26931801,,,CCM,"Sheila Cherfilus McCormick For Congress, Inc",,,,,,"499 S. Capitol St., SW",Suite 420,Washington,DC,20003,P2024,,2023-05-16,2000.00,0.00,Political Contribution,011,C00677492,"Sheila Cherfilus McCormick For Congress, Inc",H8FL20032,Cherfilus-McCormick,Sheila,,,,H,FL,20,,,,,,,,Political Contribution
SB23,C00266585,26936894,,,PAC,Forward Together PAC,,,,,,"750 1st Street, NE",Suite 1070,Washington,DC,20002,,,2023-05-22,5000.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB23,C00266585,26936897,,,PAC,MA4Dems,,,,,,P.O. Box 600698,,Newtonville,MA,02460,,,2023-05-22,2500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB23,C00266585,26942312,,,CCM,Jacky Rosen Victory Fund,,,,,,600 Pennsylvania Ave.,Suite 15845,Washington,DC,20003,G2024,,2023-05-24,2000.00,0.00,Political Contribution,011,C00606939,Jacky Rosen Victory Fund,S8NV00156,Rosen,Jacky,,,,H,NV,03,,,,,,,,Political Contribution
