form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00607556,SB21B.I16429,,,ORG,GOSHIPPO.COM,,,,,,731 MARKET STREET,,SAN FRANCISCO,CA,94103,,,2024-04-01,182.91,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16431,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-04-02,19.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16433,,,ORG,GODADDY.COM,,,,,,14455 N HAYDEN RD,,SCOTTSDALE,AZ,85260,,,2024-04-02,70.32,,WEB SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16430,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-04-02,244.22,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16432,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-04-02,21.09,,ADVERTISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16434,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-04-03,22.24,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16435,,,ORG,AGENCY 9 COMMUNICATIONS ,,,,,,1199 N FAIRFAX ST,,ALEXANDRIA,VA,22314,,,2024-04-05,150.00,,DIGITAL MARKETING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16401,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-04-05,2000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16437,,,ORG,TECHSMITH CORP,,,,,,2405 WOODLAKE DRIVE,,OKEMOS,MI,48864,,,2024-04-05,57.08,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16436,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-04-05,3126.60,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16438,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-04-08,59.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16440,,,ORG,ISTOCKPHOTO,,,,,,605 5TH AVE S,,SEATTLE,WA,98104,,,2024-04-08,99.00,,PHOTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16439,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,,ATLANTA,GA,30308,,,2024-04-08,1225.00,,EMAIL SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16441,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-04-10,3.53,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16442,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-04-15,263.88,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16443,,,ORG,QUICKBOOKS,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-04-15,1129.00,,ACCOUNTING SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16444,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-04-17,37.01,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16445,,,ORG,VIRGINIA DEPT OF TAXATION,,,,,,1957 WESTMORELAND ST,,RICHMOND,VA,23230,,,2024-04-17,29.00,,PAYROLL TAXES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16446,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-04-18,20.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16447,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-04-18,10.59,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16448,,,ORG,COVINGTON & BURLING LLP,,,,,,850 TENTH STREET NW,,WASHINGTON,DC,20001,,,2024-04-22,6653.00,,LEGAL FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16449,,,ORG,MICROSOFT OFFICE,,,,,,ONE MICROSOFT WAY,,REDMOND,WA,98052,,,2024-04-22,25.00,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16450,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-04-24,69.58,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16452,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-04-29,4.54,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16451,,,ORG,STAR VALLEY HEALTH FOUNDATION,,,,,,901 ADAMS STREET,,AFTON,WY,83110,,,2024-04-29,500.00,,CHAIRTABLE CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16555,,,ORG,ANEDOT,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-04-30,570.72,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16454,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-05-01,2000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16453,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-05-01,3072.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16456,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-05-02,19.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16455,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-05-02,231.50,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16458,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-05-08,59.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16459,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-05-08,43.26,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16460,,,ORG,ISTOCKPHOTO,,,,,,605 5TH AVE S,,SEATTLE,WA,98104,,,2024-05-08,99.00,,PHOTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16457,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,,ATLANTA,GA,30308,,,2024-05-08,1225.00,,EMAIL SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16427,,,ORG,MINUTEMAN PRESS,,,,,,6821 TENNYSON DRIVE,,MCLEAN,VA,22101,,,2024-05-13,487.45,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16461,,,ORG,QUICKBOOKS,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-05-14,165.00,,ACCOUNTING SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16462,,,ORG,COVINGTON & BURLING LLP,,,,,,850 TENTH STREET NW,,WASHINGTON,DC,20001,,,2024-05-17,3885.00,,LEGAL FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16466,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-05-20,20.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
