form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00346726,EB5952,,,COM,American Land Title Association Title Industry PAC (TIPAC),,,,,,"1800 M Street, NW, Ste. 300S",,Washington,DC,20036,,,2023-10-27,5000.00,,,011,C00012914,American Land Title Association Title Industry PAC (TIPAC),,Committee,General Purpose,,,,,,,,,,,,,,
SB23,C00346726,EB5593,,,COM,"Andy Barr for Congress, Inc.",,,,,,PO Box 2059,,Lexington,KY,40588,P2024,,2023-08-29,1000.00,,,011,C00467571,"Andy Barr for Congress, Inc.",,Barr,Andy,,,,H,KY,06,,,,,,,,
SB23,C00346726,EB6167,,,CCM,Armstrong for Congress,,,,,,1515 Burnt Boat Drive,Box 112,Bismarck,ND,58503,P2024,,2023-12-14,500.00,,,011,C00670547,Armstrong for Congress,,Armstrong,Kelly,,,,H,ND,,,,,,,,,
SB23,C00346726,EB5741,,,CCM,Bill Foster for Congress,,,,,,P.O. Box 9104,,Aurora,IL,60598,P2024,,2023-09-28,500.00,,,011,C00435099,Bill Foster for Congress,,Foster,William 'Bill' G.,,,,H,IL,11,,,,,,,,
SB23,C00346726,EB6168,,,COM,Building America's Republican Representation PAC,,,,,,824 S. Milledge Avenue,Suite 101,Athens,GA,30605,,,2023-12-14,1000.00,,,011,C00572271,Building America's Republican Representation PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00346726,EB5454,,,CCM,Cramer for Senate,,,,,,P.O. Box 396,,Bismarck,ND,58502,P2024,,2023-08-03,1000.00,,,011,C00504704,Cramer for Senate,,Cramer,Kevin,,,,S,ND,,,,,,,,,
SB23,C00346726,EB6162,,,COM,DCCC,,,,,,"430 South Capitol Street SE, 2nd F",,Washington,DC,20003,,,2023-12-12,15000.00,,,011,C00000935,DCCC,,Party,Political,,,,,,,,,,,,,,
SB23,C00346726,EB5669,,,CCM,French Hill for Arkansas,,,,,,P.O. Box 7841,,Little Rock,AR,72217,P2024,,2023-09-12,1000.00,,,011,C00551275,French Hill for Arkansas,,Hill,James,,,,H,AR,02,,,,,,,,
SB23,C00346726,EB5742,,,CCM,French Hill for Arkansas,,,,,,P.O. Box 7841,,Little Rock,AR,72217,P2024,,2023-09-28,2500.00,,,011,C00551275,French Hill for Arkansas,,Hill,James,,,,H,AR,02,,,,,,,,
SB23,C00346726,EB6166,,,CCM,Friends of David Schweikert,,,,,,8175 East Evans Road,#13176,Scottsdale,AZ,85267,P2024,,2023-12-12,2500.00,,,011,C00540617,Friends of David Schweikert,,Schweikert,David,,,,H,AZ,01,,,,,,,,
