form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00271338,500463149,,,CCM,Colin Allred for Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2023-09-20,5000.00,0.00,Contribution,,C00839597,,,Allred,Colin,,,,S,TX,,,,,,,,,
SB23,C00271338,500461039,,,CCM,Davis for Congress/Friends of Davis,,,,,,5956 W Race Ave,,Chicago,IL,606441462,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00172619,,,Davis,Danny,,,,H,IL,07,,,,,,,,
SB23,C00271338,500460469,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,,,,,,,,,
SB23,C00271338,500459307,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,029400457,O2023,Special General,2023-09-13,5000.00,0.00,Contribution,,C00838060,,,Amo,Gabriel,F.,,,H,RI,01,,,,,,,,
SB23,C00271338,500460471,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,029400457,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00838060,,,Amo,Gabriel,F.,,,H,RI,01,,,,,,,,
SB23,C00271338,500460467,,,CCM,Jimmy Gomez for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2023-09-20,5000.00,0.00,Contribution,,C00629659,,,Gomez,Jimmy,,,,H,CA,34,,,,,,,,
SB23,C00271338,500461038,,,CCM,Josh Harder for Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00639146,,,Harder,Josh,,,,H,CA,09,,,,,,,,
SB23,C00271338,500461041,,,CCM,Kathy Manning for Congress,,,,,,PO Box 41197,,Greensboro,NC,274041197,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00662577,,,Manning,Kathy,,,,H,NC,06,,,,,,,,
SB23,C00271338,500460468,,,CCM,Kuster for Congress,,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00462861,,,Kuster,Ann McLane,,,,H,NH,02,,,,,,,,
SB23,C00271338,500461042,,,CCM,Melanie for New Mexico,,,,,,PO Box 51493,,Albuquerque,NM,871811493,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00765099,,,Stansbury,Melanie,,,,H,NM,01,,,,,,,,
SB23,C00271338,500461036,,,CCM,Menendez for Congress,,,,,,123 Town Square Pl,# 515,Jersey City,NJ,073101756,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00799767,,,Menendez,Robert J.,,,,H,NJ,08,,,,,,,,
SB23,C00271338,500460462,,,CCM,Texans for Henry Cuellar Congressional Campaign,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00371302,,,Cuellar,Henry,,,,H,TX,28,,,,,,,,
SB23,C00271338,500460463,,,CCM,Titus For Congress,,,,,,PO Box 72454,,Las Vegas,NV,891702454,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00499467,,,Titus,Dina,,,,H,NV,01,,,,,,,,
SB23,C00271338,500461037,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2023-09-26,5000.00,0.00,Contribution,,C00796144,,,Hoyle,Valerie,,,,H,OR,04,,,,,,,,
SB23,C00271338,500460464,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 6270,,Brownsville,TX,785236270,P2024,,2023-09-20,5000.00,0.00,Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
