form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00544957,SB29.10320,,,CCM,Citizens for Brian Feldman,,,,,,PO Box 34408,,Bethesda,MD,20827,P2026,,2024-11-12,1000.00,,,,,Citizens for Brian Feldman,,Feldman,Brian,,,,S,MD,15,,,,,,,,
SB29,C00544957,SB29.10335,,,CCM,Citizens for Hutchinson,,,,,,105 Sailors Lane,,Cambridge,MD,21613,P2026,,2024-11-12,250.00,,,,,Citizens for Hutchinson,,Hutchinson,Tom,,,,H,MD,,,,,,,,,
SB29,C00544957,SB29.10336,,,CCM,Committee to Elect Dawn Gile,,,,,,17 W. Courtland Street,Suite 210,Bel Air,MD,21014,P2026,,2024-11-12,500.00,,,,,Committee to Elect Dawn Gile,,Gile,Dawn,,,,S,MD,33,,,,,,,,
SB29,C00544957,SB29.10339,,,CCM,Elect Arthur Ellis,,,,,,PO Box 329,,Marbury,MD,20658,P2026,,2024-11-12,500.00,,,,,Elect Arthur Ellis,,Ellis,Arthur,,,,S,MD,28,,,,,,,,
SB29,C00544957,SB29.10340,,,CCM,Friends of Alonzo Washington,,,,,,PO Box 355,,Hyattsville,MD,20781,P2026,,2024-11-12,500.00,,,,,Friends of Alonzo Washington,,Washington,Alonzo,,,,,,,,,,,,,,
SB29,C00544957,SB29.10341,,,CCM,Friends of Bonnie Cullison,,,,,,3404 Beret Lane,,Silver Springs,MD,20906,P2026,,2024-11-12,1000.00,,,,,Friends of Bonnie Cullison,,Cullison,Bonnie,,,,,,,,,,,,,,
SB29,C00544957,SB29.10344,,,CCM,Friends of Dana Jones,,,,,,821 Chesapeake Avenue,PO Box 4237,Annapolis,MD,21403,P2026,,2024-11-12,1000.00,,,,,Friends of Dana Jones,,Jones,Dana,,,,H,MD,,,,,,,,,
SB29,C00544957,SB29.10348,,,CCM,Friends of Emily Shetty,,,,,,PO Box 642,,Kensington,MD,20895,P2026,,2024-11-12,1500.00,,,,,Friends of Emily Shetty,,Shetty,Emily,,,,H,MD,18,,,,,,,,
SB29,C00544957,SB29.10351,,,CCM,Friends of Guy Guzzone,,,,,,PO Box 278,,Simpsonville,MD,21150,P2026,,2024-11-12,1000.00,,,,,Friends of Guy Guzzone,,Guzzone,Guy,,,,S,MD,13,,,,,,,,
SB29,C00544957,SB29.10352,,,CCM,Friends of Harry Bhandari,,,,,,4213 Cardwell Ave,,Nottingham,MD,21236,P2026,,2024-11-12,250.00,,,,,Friends of Harry Bhandari,H4MD02224,BHANDARI,HARRY,,,,H,MD,08,,,,,,,,
SB29,C00544957,SB29.10355,,,CCM,Friends of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2030,,2024-11-12,2500.00,,,,,Friends of John Barrasso,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB29,C00544957,SB29.10356,,,CCM,Friends of Johnny Mautz,,,,,,PO Box 33,,St Michaels,MD,21663,P2026,,2024-11-12,500.00,,,,,Friends of Johnny Mautz,,Mautz,Johnny,,,,S,MD,37,,,,,,,,
SB29,C00544957,SB29.10357,,,CCM,Friends of Justin Ready,,,,,,PO Box 402,,Westminster,MD,21158,P2026,,2024-11-12,500.00,,,,,Friends of Justin Ready,,Ready,Justin,,,,S,MD,05,,,,,,,,
SB29,C00544957,SB29.10358,,,CCM,Friends of Kathy Klausmeier,,,,,,17 W Courtland St,Ste 210,Bel Air,MD,21014,P2026,,2024-11-12,1500.00,,,,,Friends of Kathy Klausmeier,,Klausmeier,Kathy,,,,S,MD,08,,,,,,,,
SB29,C00544957,SB29.10359,,,CCM,Friends of Kathy Szeliga,,,,,,PO Box 11,,Annapolis,MD,21404,P2026,,2024-11-12,500.00,,,,,Friends of Kathy Szeliga,,Szeliga,Kathy,,,,H,MD,,,,,,,,,
SB29,C00544957,SB29.10360,,,CCM,Friends of Ken Kerr,,,,,,1301 W 7th St,Unit 1495,Frederick,MD,21702,P2026,,2024-11-12,500.00,,,,,Friends of Ken Kerr,,Kerr,Ken,,,,H,MD,03,,,,,,,,
SB29,C00544957,SB29.10361,,,CCM,Friends of Steve Johnson,,,,,,8 N. Parke st,,Aberdeen,MD,21001,P2026,,2024-11-12,500.00,,,,,Friends of Steve Johnson,,Johnson,Steve,,,,H,MD,,,,,,,,,
SB29,C00544957,SB29.10362,,,CCM,People for Pam Lanman Guzzone,,,,,,PO Box 201,,Simpsonville,MD,21150,P2026,,2024-11-12,500.00,,,,,People for Pam Lanman Guzzone,,Guzzone,Pam Lanman,,,,H,MD,13,,,,,,,,
SB29,C00544957,SB29.10366,,,CCM,Terri Hill for Delegate,,,,,,4523 Mustering Drum,,Ellicott City,MD,21613,P2026,,2024-11-12,500.00,,,,,Terri Hill for Delegate,,Hill,Terri,,,,H,MD,,,,,,,,,
