form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00720029,500416230,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-10-07,2236.62,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416228,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-10-15,3784.55,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416229,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,G2024,,2024-10-16,3108.77,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500407887,,,ORG,Deliver Strategies,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-04,27757.68,0.00,Mailer,,C00703975,,,Harris,Kamala,,,,P,US,00,,,,,,,X,*
SB21B,C00720029,500416188,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,35173.25,0.00,Administrative Services Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416189,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,24559.32,0.00,Administrative Services Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416190,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,10839.51,0.00,Administrative Services Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416191,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,207292.31,0.00,PAC Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416192,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,56869.73,0.00,PAC Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416193,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,539.23,0.00,PAC Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416194,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,10589.85,0.00,PAC Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416195,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,G2024,,2024-10-16,4460.99,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,
SB21B,C00720029,500416247,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,374.75,0.00,Staff Time/In Kind Contribution APIPA,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416248,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,4167.33,0.00,Staff Time/In Kind Contribution LUCHA,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416249,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,12251.78,0.00,Staff Time/In Kind Contribution Michigan United,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416250,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,5261.07,0.00,Staff Time/In Kind Contribution WFP IE PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416251,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,20299.18,0.00,Staff Time/In Kind Contribution WFP IE PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416252,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,6000.41,0.00,Staff Time/In Kind Contribution Worker Power PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416253,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,7147.60,0.00,Staff Time/In Kind Contribution Workers Vote,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416254,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,9673.98,0.00,Staff Time/In Kind Contribution Workers Vote,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416255,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,293.43,0.00,Travel Expenses/In Kind Contribution APIPA,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416256,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,12957.88,0.00,Travel Expenses/In Kind Contribution APIPA,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416257,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,16469.48,0.00,Travel Expenses/In Kind Contribution LUCHA,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416258,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,1070.66,0.00,Travel Expenses/In Kind Contribution Michigan United,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416259,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,37097.63,0.00,Travel Expenses/In Kind Contribution Michigan United,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416260,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,3570.13,0.00,Travel Expenses/In Kind Contribution SURJ PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416261,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,5257.11,0.00,Travel Expenses/In Kind Contribution WFP IE PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416262,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,20375.80,0.00,Travel Expenses/In Kind Contribution WFP IE PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416263,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,112184.34,0.00,Travel Expenses/In Kind Contribution WFP IE PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416264,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,32944.29,0.00,Travel Expenses/In Kind Contribution Worker Power PAC,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416265,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,14565.53,0.00,Travel Expenses/In Kind Contribution Workers Vote,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416266,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,24466.17,0.00,Travel Expenses/In Kind Contribution Workers Vote,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500416267,,,ORG,Resilient Strategies,,,,,,1212 Broadway,Ste 700,Oakland,CA,946121941,,,2024-10-16,30076.54,0.00,Travel Expenses/In Kind Contribution Workers Vote,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00720029,500425168,,,ORG,Rising Voices Action Fund,,,,,,428 W Lenawee St,,Lansing,MI,489332240,G2024,,2024-10-04,27903.93,0.00,Independent Expenditure: Mailer Memo Itemization below,,C00828541,,,TRUMP,DONALD,J.,,,P,US,00,,,,,,,X,*
