form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00720649,E-124974,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,750.00,2023-12-22,750.00,VOTER GUIDE,001,,S,H4CO50010,Bono,Peter,Joseph,MR,,H,50,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124975,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,750.00,2023-12-22,750.00,VOTER GUIDE,001,,S,H2CA53038,Wells,Bill,D.,,,H,51,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124976,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,750.00,2023-12-22,750.00,VOTER GUIDE,001,,O,H2CA50026,Vargas,Juan,C.,,,H,52,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124977,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,157.29,2023-12-22,157.29,VOTER GUIDE,001,,S,H2CA02142,Lamalfa,Doug,,,,H,01,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124978,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,157.29,2023-12-22,157.29,VOTER GUIDE,001,,O,H2CA31125,Aguilar,Pete,,,,H,33,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124979,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,157.29,2023-12-22,157.29,VOTER GUIDE,001,,O,H6CA24303,Carbajal,Salud,,,,H,24,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124980,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,78.68,2023-12-22,157.37,VOTER GUIDE,001,,O,H4CA20132,Morales,Jesus,Andy,,,H,20,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124981,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,78.69,2023-12-22,157.37,VOTER GUIDE,001,,O,H2CA23155,Wood,Marisa,,,,H,20,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124982,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,157.29,2023-12-22,157.29,VOTER GUIDE,001,,S,H2CA02241,Coulombe,Chris,,MR,,H,02,CA,Kemp,J. Stevan,,,,2024-01-31,
SE,C00720649,E-124983,,,PAC,Reform California Voter Guide,,,,,,7185 Navajo Road Suite J,,San Diego,CA,92119,P2024,,2023-12-22,157.29,2023-12-22,157.29,VOTER GUIDE,001,,S,H2CA03157,Kiley,Kevin,,,,H,03,CA,Kemp,J. Stevan,,,,2024-01-31,
