form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00440651,SB23.10336,,,PAC,Carey for Congress,,,,,,"439 New Jersey Ave, SE",,Washington,DC,20003,G2024,,2023-09-12,1000.00,,contribution,,,,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00440651,SB23.10387,,,PAC,Committee to Elect Mike Ezell,,,,,,P.O. Box 1842,,Gulfport,MS,39502,G2024,,2023-10-03,1000.00,,contribution,,,,H2MS04258,EZELL,WALTER MICHAEL,,,,H,MS,04,,,,,,,,
SB23,C00440651,SB23.10365,,,PAC,Cramer For U.S. Senate,,,,,,P.O. Box 396,,Bismarck,ND,58502,G2024,,2023-09-12,5000.00,,contribution,,,,S8ND00120,CRAMER,KEVIN MR.,,,,S,ND,00,,,,,,,,
SB23,C00440651,SB23.10356,,,PAC,Daines Senate Majority Fund,,,,,,1820 N. Last Chance Gulch,,Helena,MT,59601,G2024,,2023-10-24,11883.42,,contribution,,,,S2MT00096,DAINES,STEVE,,,,S,MT,00,,,,,,,,
SB23,C00440651,SB23.10369,,,PAC,Fallon for Congress,,,,,,P.O. Box 614,,Celina,TX,75009,G2024,,2023-10-03,1000.00,,contribution,,,,H0TX04219,FALLON,PATRICK,,,,H,TX,04,,,,,,,,
SB23,C00440651,SB23.10345,,,PAC,Friends of John Barasso,,,,,,P.O. Box 52008,,Casper,WY,82605,G2024,,2023-10-03,5000.00,,contribution,,,,S6WY00068,BARRASSO,JOHN A,,,,S,WY,00,,,,,,,,
SB23,C00440651,SB23.10407,,,PAC,Friends of Michael Guest,,,,,,P.O. Box 7092,,Tupelo,MS,38802,G2024,,2023-10-03,1000.00,,contribution,,,,H8MS03125,GUEST,MICHAEL PATRICK,,,,H,MS,03,,,,,,,,
SB23,C00440651,SB23.10404,,,PAC,Kelly Armstrong for Congress,,,,,,1515 Burnt Boat Drive,"Suite C, Box 112",Bismarck,ND,58503,G2024,,2023-09-12,1000.00,,contribution,,,,H8ND00096,ARMSTRONG,KELLY,,,,H,ND,00,,,,,,,,
SB23,C00440651,SB23.10388,,,CCM,Trent Kelly for Congress,,,,,,PO Box 7092,,Tupelo,MS,38802,G2024,,2023-10-03,1000.00,,contribution,,,Trent Kelly for Congress,H6MS01131,KELLY,JOHN TRENT,,,,H,MS,01,,,,,,,,
SB23,C00440651,SB23.10341,,,PAC,WEBER FOR CONGRESS,,,,,,"133 N FRIENDSWOOD DR, #353",,FRIENDSWOOD,TX,77546,G2024,,2023-09-12,1000.00,,contribution,,,,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
SB23,C00440651,SB23.10363,,,PAC,Wicker Victory Committee,,,,,,228 S. Washington St,Suite 115,Alexandra,VA,22314,G2024,,2023-09-12,5000.00,,contribution,,,Wicker Victory Committee,,,,,,,,,,,,,,,,,
SB23,C00440651,SB23.10332,,,PAC,ZINKE FOR CONGRESS,,,,,,704C East 13th St,Suite 260,Whitefish,MT,59937,G2024,,2023-09-12,2500.00,,contribution,,,,H4TX19318,ZINK,RYAN,,,,H,TX,19,,,,,,,,
