form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00027342,88654697,,,COM,Perry Warren for State Representative,,,,,,PO Box 420,,Newtown,PA,18940,,,2024-05-01,2500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Warren,Perry,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88656178,,,COM,"Comite Pedro Pierluisi, Inc.",,,,,,PO Box 9020485,,San Juan,PR,00902,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Pierluisi,Pedro,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656180,,,COM,Michelle for Nebraska,,,,,,1019 N Saunders Ave.,,Hastings,NE,68901,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Smith,Michelle,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656181,,,COM,Jason Prokop for Legislature,,,,,,2340 Jenna Lane,,Lincoln,NE,68512,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Prokop,Jason,,,`,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656182,,,COM,Nicki for Nebraska,,,,,,8007 Nashway Rd,,Lincoln,NE,68516,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Behmer Popp,Nicki,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656184,,,COM,Friends of Seth Derner,,,,,,600 Blue Sage Rd.,,Lincoln,NE,68521,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Derner,Seth,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656185,,,COM,Glenda for SE Nebraska,,,,,,494 N. 20th Rd.,,Unadilla,NE,68454,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Willnerd,Glenda,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656189,,,COM,Annette Taddeo For Miami-Dade Clerk,,,,,,1742 W. Flagler Street,,Miami,FL,33135,,,2024-05-02,1000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Taddeo,Annette,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656191,,,PTY,Accountable Miami-Dade PC,,,,,,1742 W. Flagler Street,,Miami,FL,33135,,,2024-05-02,1000.00,0.00,2024 Voluntary Non-Federal,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88656192,,,COM,Katherine Fernandez Rundle Campaign,,,,,,1742 W. Flagler Street,,Miami,FL,33135,,,2024-05-02,1000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Fernandez Rundle,Katherine,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88656193,,,PTY,Citizens for Justice,,,,,,100 S.E. 2 Street,,Miami,FL,33131,,,2024-05-02,1000.00,0.00,2024 Voluntary Non-Federal,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88657122,,,PTY,Louisiana Senate Democratic Campaign Committee,,,,,,PO BOX 4385,,Baton Rouge,LA,708214385,,,2024-05-02,2500.00,0.00,2024 Voluntary Non-Federal,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88657123,,,COM,Pam Smith-Wright for Mayor,,,,,,3520 Christie Place,,Owensboro,KY,42301,,,2024-05-02,1600.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Smith-Wright,Pamela,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88657124,,,COM,Sharon NeSmith Campaign for Owensboro Commissioner,,,,,,4463 Cool Springs CV,,Owensboro,KY,42303,,,2024-05-02,2100.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,NeSmith,Sharon,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88657125,,,COM,Re-elect Bob Glenn for City Commissioner,,,,,,351 Camden Circle,,Owensboro,KY,42301,,,2024-05-02,1100.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Glenn,Bob,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685408,,,COM,Thalman for Mayor,,,,,,82 Burkham Court,,Wheeling,WV,26003,,,2024-05-06,900.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Thalman,Chad,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685409,,,COM,Vera Cole for PA,,,,,,PO Box 52,,Milford Square,PA,18935,,,2024-05-06,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Cole,Vera,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88685410,,,COM,Ledbetter for State Representative,,,,,,PO Box 1174,,Newburgh,IN,47629,,,2024-05-06,750.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Ledbetter,Cindy,,IN Rep.,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685411,,,COM,Friends of Andy Buck,,,,,,3022 Clairville Road,,Oshkosh,WI,54904,,,2024-05-06,400.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Buck,Andy,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685412,,,ORG,Regal Rexnord Corporation,,,,,,Attn: Payroll Dept.,449 Gardner Street,South Beloit,IL,61080,,,2024-05-06,7804.83,0.00,2024 Voluntary Non-Federal,010,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88685414,,,COM,Committee to Elect Charles John Anter,,,,,,PO Box 595534,,Fort Gratiot,MI,48059,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Anter,Charles,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685464,,,COM,Mr. McNally for Iowa,,,,,,5018 Shady Oak Ave,,Central City,IA,52214,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,McNally,Kent,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685467,,,COM,Dave Wordekemper for Legislature,,,,,,1209 Watson Street,,Fremont,NE,68025,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Wordekemper,Dave,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88685470,,,COM,Nebraskans for Folchert,,,,,,18730 Hansen St,,Omaha,NE,68130,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Folchert,Mary,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88686640,,,COM,Sarah Centineo for Legislature,,,,,,1709 Childs Rd,,Bellevue,NE,68005,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Centineo,Sarah,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88686641,,,COM,Jen Day for Nebraska,,,,,,15708 Redwood St,,Omaha,NE,68136,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Day,Jen,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88686642,,,COM,Rountree for Legislature,,,,,,2903 Schuemann Drive,,Bellevue,NE,68123,,,2024-05-06,5000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Rountree,Victor,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88693581,,,COM,Waylon Brown for State Senate,,,,,,2415 Highway 218,,Osage,IA,50461,,,2024-05-09,500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Brown,Waylon,,IA Sen.,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88693582,,,COM,Vote Bloomingdale,,,,,,501 2nd Avenue North,,Northwood,IA,50459,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Bloomingdale,Jane,,IA Rep.,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88693718,,,COM,Walkinshaw for Braddock District Supervisor,,,,,,PO Box 1211,,Springfield,VA,22151,,,2024-05-09,2500.00,0.00,2024 Voluntary Non-Federal,011,,,,Walkinshaw,James,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88693719,,,COM,Keep Benson-Taylor Recorder,,,,,,451 W Third St.,,Dayton,OH,45422,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Benson-Taylor,Stacey,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88693766,,,COM,Committee to Elect Frank Pintabone,,,,,,1107 W. Berwick Street,,Easton,PA,18042,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Pintabone,Frank,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88693767,,,PTY,Lorain County Democratic Party,,,,,,520 Broadway Ave.,Suite 500,Lorain,OH,44053,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88693874,,,PTY,Hamilton County Democratic Party,,,,,,4411 Montgomery Rd.,#209,Cincinnati,OH,45212,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal
SB29,C00027342,88695003,,,COM,Committee to Elect Dawn Gile,,,,,,PO Box 1362,,Severna Park,MD,21146,,,2024-05-09,1000.00,0.00,2026 Voluntary Non-Federal General,011,,,,Gile,Dawn,,,,,,,,,,,,,,2026 Voluntary Non-Federal General
SB29,C00027342,88695005,,,COM,Bregman for DA,,,,,,PO Box 50535,,Albuquerque,NM,87181,,,2024-05-09,2500.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Bregman,Sam,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88695058,,,COM,Campaign Fund of Carrie Gottschalk Singler,,,,,,PO Box 217,,Ledbetter,KY,42058,,,2024-05-09,1000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Singler,Carrie,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88695209,,,COM,Nicole for OK 2024,,,,,,PO Box 57004,,Oklahoma City,OK,73157,,,2024-05-09,4000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Maldonado,Nicole,,,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
