form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00630632,SB.6444498,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2023-08-03,18163.73,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444501,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-08-03,47453.92,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444493,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2023-08-03,31382.35,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444499,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2023-09-30,27941.63,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444502,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-09-30,60964.86,,DISTRIBUTION OF NET JFC PROCEEDS,,C00547893,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444494,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2023-09-30,13325.52,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444495,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-09-30,65464.73,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00630632,SB.6444497,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-09-30,15344.99,,DISTRIBUTION OF NET JFC PROCEEDS BUILDING FUND,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
SB22,C00630632,SB.6444500,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-09-30,4008.02,,DISTRIBUTION OF NET JFC PROCEEDS LEGAL FUND,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL FUND
SB22,C00630632,SB.6444496,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE STREET,,ALBANY,NY,12210,,,2023-09-30,1832.24,,DISTRIBUTION OF NET JFC PROCEEDS,,C00055582,,,,,,,,,,,  ,,,,,,,
