form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB23,C00169441,JAY COSTA,,,,,,314 NEWPORT ROAD,,PITTSBURGH,PA,15222,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,COSTA ,JAY,,,,011,,,,,,1000.00,,,,202401290300459392
SB23,C00169441,MCCAFFREY FOR SUPREME COURT,,,,,,1518 WALNUT STREET,,PHILADELPHIA,PA,19109,2023-10-09,,,,,,,,011,,,,,,1000.00,,,,202401290300459392
SB23,C00169441,FRIENDS OF AUSTIN DAVIS,,,,,,PO BOX 304,,MCKEESPORT,PA,15134,2023-10-19,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202401290300459392
SB23,C00169441,FRIENDS OF STEPHEN ZAPPALA,,,,,,180 FORT COUCH ROAD - SUITE 410,,PITTSBURGH,PA,15241,2023-10-11,HELP DEFRAY CAMPAIGN EXPENSES,,ZAPPALA,STEPHEN,,,,011,,,,,,1000.00,,,,202401290300459393
SB23,C00169441,FRIENDS OF NICK SHERMAN,,,,,,2073 MAJESTIC DRIVE,,CANONSBURG,PA,15317,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,SHERMAN,NICK,,,,011,,,,,,500.00,,,,202401290300459390
SB23,C00169441,ACBA JUDICIAL EXCELLENCE COMMITTEE,,,,,,ALLEGHENY COUNTY BAR ASSOC ,400 KOPPERS BLDG 436 SEVENTH AVE,PITTSBURGH,PA,15219,2023-10-09,,,,,,,,,,,,,,1500.00,,,,202401290300459391
SB23,C00169441,FRIENDS OF JOE ROUGHY,,,,,,PO BOX 186,,SEWICKLEY,PA,15143,2023-10-11,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202401290300459393
SB23,C00169441,FRIENDS OF DEVLIN,,,,,,PO BOX 186,,SEWICKLEY,PA,15143,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202401290300459390
SB23,C00169441,ELECT JILL BECK,,,,,,PO BOX 81583,,PITTSBURHG,PA,15217,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,BECK,JILL,,,,011,,,,,,500.00,,,,202401290300459390
SB23,C00169441,FRIENDS OF NICOLE ZICCARELLI,,,,,,11957 MCKEE ROAD,,NORTH HUNTINGDON,PA,15642,2023-11-25,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,250.00,,,,202401290300459393
SB23,C00169441,FRIENDS OF KEVIN KRAUS FOR SHERIFF,,,,,,5032 JULIA LANE,,MCKEES ROCKS,PA,15136,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,2400.00,,,,202401290300459391
SB23,C00169441,FRIENDS OF MATT BRUNGO,,,,,,9554 KUMMER ROAD,,ALLISON PARK,PA,15101,2023-10-09,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202401290300459391
