form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00160986,SB29.13136,,,CCM,Elect Katie Hobbs,,,,,,530 E McDowell Road #107-407,,Phoenix,AZ,85004,,,2024-12-16,500.00,,Candidate for Arizona Governor,011,,Elect Katie Hobbs,,Hobbs,Katie,,,,,,,,,,,,,,
SB29,C00160986,SB29.13135,,,CCM,Festersen for City Council Committee,,,,,,660 Parkwood Lane,,Omaha,NE,68132,,,2024-12-09,1500.00,,Candidate for Omaha City Council,011,,Festersen for City Council Committee,,Festersen,Pete,,,,,,,,,,,,,,
SB29,C00160986,SB29.13137,,,CCM,Friends of Warren Petersen,,,,,,3425 E. August Ct.,,Queen Creek,AZ,85142,,,2024-12-16,500.00,,Candidate for Arizona State Senate,011,,Friends of Warren Petersen,,Petersen,Warren,,,,,,,,,,,,,,
SB29,C00160986,SB29.13142,,,CCM,John Kavanagh for State Senator,,,,,,16038 E. Seminole Lane,,Fountain Hills,AZ,85268,,,2024-12-16,300.00,,Candidate for Arizona State Senate,011,,John Kavanagh for State Senator,,Kavanagh,John,,,,,,,,,,,,,,
SB29,C00160986,SB29.13148,,,CCM,Julie Willoughby for State Representative,,,,,,2577 E. Aloe Pl.,,Chandler,AZ,85286,,,2024-12-16,400.00,,Candidate for Arizona State House of Representatives,011,,Julie Willoughby for State Representative,,Willoughby,Julie,,,,,,,,,,,,,,
SB29,C00160986,SB29.13146,,,CCM,Michael Carbone for State Representative,,,,,,2249 N. Acacia Way,,Buckeye,AZ,85396,,,2024-12-16,400.00,,Candidate for Arizona State House of Representatives,011,,Michael Carbone for State Representative,,Carbone,Michael,,,,,,,,,,,,,,
SB29,C00160986,SB29.13151,,,CCM,Montenegro for House,,,,,,15680 W. Campbell Ave.,,Goodyear,AZ,85395,,,2024-12-16,500.00,,Candidate for Arizona State House of Representatives,011,,Montenegro for House,,Montenegro,Steve,,Sen.,,,,,,,,,,,,
SB29,C00160986,SB29.13144,,,CCM,Neal Carter for State Representative,,,,,,P.O. Box 245,,Queen Creek,AZ,85142,,,2024-12-16,300.00,,Candidate for Arizona State House of Representatives,011,,Neal Carter for State Representative,,Carter,Neal,,,,,,,,,,,,,,
SB29,C00160986,SB29.13138,,,CCM,Thomas Shope for State Senator,,,,,,P.O. Box 1230,,Coolidge,AZ,85128,,,2024-12-16,400.00,,Candidate for Arizona State Senate,011,,Thomas Shope for State Senator,,Shope,TJ,,,,,,,,,,,,,,
SB29,C00160986,SB29.13141,,,CCM,Vote Frank Carroll,,,,,,PO Box 5514,,Sun City West,AZ,85376,,,2024-12-16,300.00,,Candidate for Arizona State Senate,011,,Vote Frank Carroll,,Carroll,Frank P.,,,,,,,,,,,,,,
SB29,C00160986,SB29.13149,,,CCM,Vote Livingston for House LD 28,,,,,,9559 W. Menadota Drive,,Peoria,AZ,85382,,,2024-12-16,500.00,,Candidate for Arizona State House of Representatives,011,,Vote Livingston for House LD 28,,Livingston,David,,,,,,,,,,,,,,
SB29,C00160986,SB29.13140,,,CCM,Vote Shamp,,,,,,P.O. Box 2310,,Wickenburg,AZ,85358,,,2024-12-16,400.00,,Candidate for Arizona State Senate,011,,Vote Shamp,,Shamp,Janae,,,,,,,,,,,,,,
