form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00851170,SB22.I20743,,,ORG,MICHIGAN'S RESURGENCE PAC (MR PAC),,,,,,PO 291,,SAINT JOSEPH,MI,49085,,,2024-07-17,3672.17,,NET TRANSFER OF JFC PROCEEDS,,C00850610,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20744,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-07-17,357.49,,NET TRANSFER OF JFC PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20741,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-07-17,14292.59,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20742,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-07-17,2467.90,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20747,,,ORG,MICHIGAN'S RESURGENCE PAC (MR PAC),,,,,,PO 291,,SAINT JOSEPH,MI,49085,,,2024-08-06,8031.86,,NET TRANSFER OF JFC PROCEEDS,,C00850610,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20745,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-08-06,37810.44,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20746,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-08-06,19056.07,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20750,,,ORG,MICHIGAN'S RESURGENCE PAC (MR PAC),,,,,,PO 291,,SAINT JOSEPH,MI,49085,,,2024-09-17,14291.42,,NET TRANSFER OF JFC PROCEEDS,,C00850610,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20751,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-17,261437.74,,NET TRANSFER OF JFC PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20752,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-17,3589.40,,NET TRANSFER OF JFC PROCEEDS - RECOUNT,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20748,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-09-17,19141.77,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20749,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-09-17,251636.87,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB22,C00851170,SB22.I20754,,,ORG,MICHIGAN'S RESURGENCE PAC (MR PAC),,,,,,PO 291,,SAINT JOSEPH,MI,49085,,,2024-09-30,2981.98,,NET TRANSFER OF JFC PROCEEDS,,C00850610,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20755,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-30,269481.13,,NET TRANSFER OF JFC PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20756,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-30,46003.01,,NET TRANSFER OF JFC PROCEEDS - RECOUNT,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20757,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-09-30,40844.03,,NET TRANSFER OF JFC PROCEEDS - BLDG,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00851170,SB22.I20753,,,ORG,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,490850132,,,2024-09-30,193265.43,,NET TRANSFER OF JFC PROCEEDS,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
