form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844282,SE.4292,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,26.24,2023-12-09,4916.80,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4294,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,63.92,2023-12-09,4980.72,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4295,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,15.51,2023-12-09,4996.23,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4296,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,87.36,2023-12-09,5083.59,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4297,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,45.69,2023-12-09,5129.28,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4301,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,50.00,2023-12-19,5256.11,Gift card for focus group participant,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4307,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,P2024,,,126.91,2023-12-22,6059.32,Postcards,006,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4305,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,20001,P2024,,,129.00,2023-12-22,5402.11,Amtrak from Boston to NY,002,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4313,,,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,20001,P2024,,,206.00,2023-12-31,9638.41,Amtrak from NY to Boston,002,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4308,,,ORG,"Catalist, LLC",,,,,,1310 L Street NW,Suite 500,Washington,DC,20005,P2024,,,916.76,2023-12-22,6976.08,Voter data,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4309,,,ORG,"Catalist, LLC",,,,,,1310 L Street NW,Suite 500,Washington,DC,20005,P2024,,,1661.45,2023-12-22,8637.53,Voter data,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4304,,,ORG,Concord Coach Lines,,,,,,373 E 42nd St,,New York,NY,10017,P2024,,,17.00,2023-12-21,5273.11,Bus from New Hampshire,002,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4299,,,ORG,Craigslist,,,,,,1381 9th Ave,,San Francisco,CA,94122,P2024,,,25.00,2023-12-13,5181.11,Focus group advertising,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4300,,,ORG,Craigslist,,,,,,1381 9th Ave,,San Francisco,CA,94122,P2024,,,25.00,2023-12-13,5206.11,Focus group advertising,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4158,,,ORG,Donor Bureau LLC,,,,,,1550 W. McEwen Dr.,Suite 300,Franklin,TN,37067,P2024,,,1145.68,2023-09-06,3628.44,Text messaging,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4157,,,ORG,Gaglers Inc,,,,,,2093 Philadelphia Pike #7468,,Calymont,DE,19703,P2024,,,100.00,2023-08-28,2482.76,CallHub phonebanking services,,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4286,,,ORG,JPMorgan Chase,,,,,,383 Madison Ave,,New York,NY,10017,P2024,,,2.50,2023-11-03,3699.29,Bank fee,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4114,,,ORG,L2,,,,,,5 Schalks Crossing Road,,5 Schalks Crossing Road,NJ,08536,P2024,,,2320.90,2023-08-25,2320.90,Data purchase,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4222,,,ORG,"Raise the Money, Inc.",,,,,,P.O. Box 26466,,Little Rock,AR,72221,P2024,,,621.67,2023-12-31,9432.41,Fundraising platform,003,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4312,,,IND,,Scheffler,Kenneth,,,,PO Box 310654,,Brooklyn,NY,12571,P2024,,,157.54,2023-12-28,8810.74,Reimbursement for travel costs (Amtrak and Uber),002,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4289,,,ORG,USPS,,,,,,475 L'Enfant Plaza SW,,Washington,DC,20260,P2024,,,115.00,2023-12-06,3829.96,Purchase of PO Box,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4290,,,ORG,USPS,,,,,,475 L'Enfant Plaza SW,,Washington,DC,20260,P2024,,,530.30,2023-12-09,4360.26,Postage,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4291,,,ORG,USPS,,,,,,475 L'Enfant Plaza SW,,Washington,DC,20260,P2024,,,530.30,2023-12-09,4890.56,Postage,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4306,,,ORG,USPS,,,,,,475 L'Enfant Plaza SW,,Washington,DC,20260,P2024,,,530.30,2023-12-22,5932.41,Postage,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4152,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,24.85,2023-08-25,2345.75,Web site domain,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4153,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,37.01,2023-08-25,2382.76,Website hosting services,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4159,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,37.01,2023-09-25,3665.45,Website hosting services,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4160,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,15.67,2023-09-27,3681.12,Workspace,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4276,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,15.67,2023-10-27,3696.79,Workspace,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4287,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,15.67,2023-11-27,3714.96,Web site,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4298,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,26.83,2023-12-09,5156.11,Web site domain,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
SE,C00844282,SE.4311,,,ORG,Wix.com,,,,,,500 Terry A Francois Blvd,,San Francisco,CA,94158,P2024,,,15.67,2023-12-26,8653.20,Workspace,001,C00844282,O,P80001571,TRUMP,DONALD J.,,,,P,,NH,Schwartz,Robert,,,,2024-01-30,
