form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00323048,188B06A719956282932,,,CCM,Alaskans For Dan Sullivan,,,,,,3705 Arctic Blvd,# 447,Anchorage,AK,99503,P2026,,2023-12-12,2000.00,,2026 Primary,011,C00570994,,S4AK00214,Sullivan,Daniel,Scott,,,S,AK,,,,,,,,,
SB23,C00323048,7D9523CCF6B75A24343,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2023-12-12,1000.00,,2024 Primary,011,C00703843,,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00323048,84B5B6B850DBCC5E2C8,,,CCM,Bucshon For Congress,,,,,,PO Box 250,,Newburgh,IN,476290250,P2024,,2023-12-12,1500.00,,2024 Primary,011,C00468256,,H0IN08114,Bucshon,Larry,Dean,,,H,IN,08,,,,,,,,
SB23,C00323048,20F70E8061BE7DDA415,,,PAC,Conservative & Republican Together Equals Results PAC,,,,,,317 15th St NE,,Washington,DC,20002,O2023,Contribution,2023-12-06,5000.00,,2023 Contribution,011,C00427401,Conservative & Republican Together Equals Results PAC,,,,,,,,,,,,,,,,,
SB23,C00323048,EF10534A926D7DFA3C6,,,PAC,Democrats Win Seats (DWS PAC),,,,,,PO Box 83142,,Gaithersburg,MD,20883,O2023,Contribution,2023-12-12,2500.00,,2023 Contribution,011,C00425470,Democrats Win Seats (DWS PAC),,,,,,,,,,,,,,,,,
SB23,C00323048,5986D30C42FD721125B,,,CCM,Hal Rogers For Congress,,,,,,PO Box 1214,,Somerset,KY,42502,P2024,,2023-12-06,2500.00,,2024 Primary,011,C00116632,,H0KY05015,Rogers,Harold,D.,,,H,KY,05,,,,,,,,
SB23,C00323048,V14456D4F80CF9433DCA,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-12-31,90.00,,In-Kind; C00668228; Nevadans for Steven Horsford; Conference Space,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,Alexzander,,,H,NV,04,,,,,,,,In-Kind
SB23,C00323048,VFB9D8CBD01609D4B5AA,,,ORG,IAO Property Holdings LLC,,,,,,27 D Street SE,,Washington,DC,20003,P2024,,2023-12-31,90.00,,In-Kind; C00410761; Castor for Congress; Conference Space,011,C00410761,Castor For Congress,H6FL11126,Castor,Katherine,Anne,,,H,FL,14,,,,,,,,In-Kind
SB23,C00323048,C9384FC68C9C5638062,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,P2024,,2023-12-12,2500.00,,2024 Primary,011,C00648253,,H8CO02160,Neguse,Joe,,,,H,CO,02,,,,,,,,
SB23,C00323048,58D72E3B85DDBB1347F,,,CCM,People For Patty Murray,,,,,,PO Box 3662,,Seattle,WA,98124,P2028,,2023-12-06,5000.00,,2028 Primary,011,C00257642,,S2WA00189,Murray,Patricia,Lynn,,,S,WA,,,,,,,,,
SB23,C00323048,39E499AB4284CF67B88,,,CCM,Rosen For Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,P2024,,2023-12-06,1500.00,,2024 Primary,011,C00606939,,S8NV00156,Rosen,Jacky,,,,S,NV,,,,,,,,,
SB23,C00323048,FC5CC73E673A41E9F3D,,,CCM,Zinke For Congress,,,,,,704C 13th St E,Ste 260,Whitefish,MT,599372981,P2024,,2023-12-12,2500.00,,2024 Primary,011,C00778159,,H4MT01041,Zinke,Ryan,Keith,,,H,MT,01,,,,,,,,
