form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00764233,500063582,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-02,326.28,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063583,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-04,372.21,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063584,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-05,204.11,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063585,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-09,732.65,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063586,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-11,542.05,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063587,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-13,256.69,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063588,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-16,820.63,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063589,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-17,295.15,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063590,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-18,487.09,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063591,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-19,297.45,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063592,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-23,888.30,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063593,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-25,402.67,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00764233,500063594,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-26,296.79,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
