form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00410068,SB23.39577,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2024-06-25,1000.00,,Contribution,,C00853077,COUGHLIN FOR CONGRESS,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,,,,,,,,
SB23,C00410068,SB23.39585,,,CCM,DAVE TAYLOR FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2024-06-25,1000.00,,Contribution,,C00860213,DAVE TAYLOR FOR CONGRESS,H4OH02248,TAYLOR,DAVID,,,,H,OH,02,,,,,,,,
SB23,C00410068,SB23.39581,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,G2024,,2024-06-25,1000.00,,Contribution,,C00855494,DOBSON FOR CONGRESS,H4AL02220,DOBSON,CAROLEENE,,,,H,AL,02,,,,,,,,
SB23,C00410068,SB23.39580,,,PAC,E-PAC,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,,,2024-06-25,5000.00,,Contribution,,C00570945,,,,,,,,,,,,,,,,,,
SB23,C00410068,SB23.39589,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 279,,ELK RIVER,MN,55330,P2024,,2024-06-25,1000.00,,Contribution,,C00545749,EMMER FOR CONGRESS,H4MN06087,EMMER,THOMAS,Earl,,Jr.,H,MN,06,,,,,,,,
SB23,C00410068,SB23.39576,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO BOX 681202,,SCHAUMBURG,IL,60168,G2024,,2024-06-25,1000.00,,Contribution,,C00575092,FRIENDS OF RAJA FOR CONGRESS,H6IL08147,KRISHNAMOORTHI,S. RAJA,,,,H,IL,08,,,,,,,,
SB23,C00410068,SB23.39571,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,G2024,,2024-06-25,1000.00,,Contribution,,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00410068,SB23.39592,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,G2024,,2024-06-25,1000.00,,Contribution,,C00636092,HERN FOR CONGRESS,H8OK01157,HERN,KEVIN,R.,,,H,OK,01,,,,,,,,
SB23,C00410068,SB23.39588,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,G2024,,2024-06-25,1000.00,,Contribution,,C00800649,HOUCHIN FOR CONGRESS,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,,,,,,,,
SB23,C00410068,SB23.39593,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,,2024-06-25,1000.00,,Contribution,,C00803502,"JOHN JAMES FOR CONGRESS, INC.",H2MI10150,JAMES,JOHN,,,,H,MI,10,,,,,,,,
