form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00630012,500103641,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-01-26,20.63,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103642,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-01-26,20.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103643,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-01-26,17.75,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103644,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-01-26,20.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103613,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-01-05,722.12,0.00,Processing Fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103612,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-01-25,125.00,0.00,Annual Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103611,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2023-01-14,42.38,0.00,Bill payment software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103614,,,ORG,Bistro Studios,,,,,,449 W Foothill Blvd,Ste 416,Glendora,CA,917413363,,,2023-01-14,40.00,0.00,Website Hosting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103615,,,ORG,Canva Pty Ltd,,,,,,2/2 Lacey Street,,Surry Hills NSW 2010 Australia,ZZ,00000,,,2023-01-25,5.50,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103616,,,ORG,Canva Pty Ltd,,,,,,2/2 Lacey Street,,Surry Hills NSW 2010 Australia,ZZ,00000,,,2023-01-30,12.99,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103617,,,ORG,Coschedule,,,,,,318 E Broadway Ave,,Bismarck,ND,585014006,,,2023-01-01,39.00,0.00,Scheduling software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103618,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2023-01-11,39.44,0.00,Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103619,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2023-01-11,54.55,0.00,Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103620,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2023-01-18,80.00,0.00,Filing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103631,,,ORG,D.C. Treasurer,,,,,,1275 K St NW,Ste 600,Washington,DC,200054064,,,2023-01-19,3.54,0.00,Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103621,,,ORG,DELAWARE DIV OF CORPORATIONS,,,,,,401 Federal St,Ste 4,Dover,DE,199013639,,,2023-01-09,25.00,0.00,Filing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103622,,,ORG,DELAWARE DIV OF CORPORATIONS,,,,,,401 Federal St,Ste 4,Dover,DE,199013639,,,2023-01-09,25.00,0.00,Filing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103623,,,ORG,Gandi,,,,,,121 2Nd St,Ste 500,San Francisco,CA,941053611,,,2023-01-02,9.74,0.00,Domain Registration,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103624,,,ORG,Google Inc,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-01-01,19.08,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103610,,,IND,,Hornish,Michele,,,,3511 Victor St,,Saint Louis,MO,631041735,,2018 PAC Expenditur,2023-01-28,5000.00,0.00,Strategic Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103625,,,ORG,Internal Revenue Service,,,,,,999 N Capitol St NE,,Washington,DC,200026096,,,2023-01-17,104.45,0.00,Employment Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103626,,,ORG,Internal Revenue Service,,,,,,999 N Capitol St NE,,Washington,DC,200026096,,,2023-01-31,24.12,0.00,Employment Tax Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103636,,,ORG,Intuit,,,,,,601 Pennsylvania Ave NW,,Washington,DC,200042601,,,2023-01-07,78.44,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103637,,,ORG,Intuit,,,,,,601 Pennsylvania Ave NW,,Washington,DC,200042601,,,2023-01-15,23.60,0.00,Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103628,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2023-01-03,128.40,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103629,,,ORG,Newtek Merchant Solutions,,,,,,1981 Marcus Ave,Ste 130,New Hyde Park,NY,110421046,,,2023-01-03,43.60,0.00,Processing Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103630,,,ORG,NGP VAN,,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,2018 PAC Expenditur,2023-01-03,2006.95,0.00,Compliance software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103635,,,ORG,Platinum Filings LLC,,,,,,3023 Avenue J,,Brooklyn,NY,112103837,,,2023-01-18,149.00,0.00,Registered Agent - Delaware,001,,,,,,,,,,,,,,,,,,,
SB21B,C00630012,500103632,,,IND,,Rammelkamp,Paige,,,,2325 42Nd St NW,Apt 405,Washington,DC,200074958,,,2023-01-06,106.02,0.00,Hourly Wages,001,,,,,,,,,,,,,,,,,,,
