form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00469205,BA20C09CF44D2406BA70,,,COM,Monique Miller Campaign,,,,,,2055 NW Diamond Creek Way,,Jensen Beach,FL,349574427,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BB50CC70CD8464F268BF,,,COM,Erika Booth Campaign,,,,,,2055 NW Diamond Creek Way,,Jensen Beach,FL,349574427,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,B98AF15814D264896A33,,,ORG,All Together Colorado,,,,,,191 University Blvd,Ste 118,Denver,CO,802064613,O2024,Other,2024-10-17,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,B727BE00362B64403A16,,,COM,Yvette Benarroch Campaign,,,,,,1722 NW 80th Boulevard,Suite 90,Gainesville,FL,326069237,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BCD9A4E04CDF546E4867,,,COM,Vanessa Oliver Campaign,,,,,,1509 East 9th Avenue,,Tampa,FL,336053711,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,B51430D9A04D04264958,,,COM,Nan Cobb Campaign,,,,,,1509 East 9t Avenue,,Tampa,FL,33605,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,B898D75B340B54E7B9DC,,,COM,Jon Albert Campaign,,,,,,1509 East 9th Avenue,,Tampa,FL,336053711,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BB799467881C44EFE8BF,,,COM,Richard Gentry Campaign,,,,,,1103 Hays Street,,Tallahassee,FL,323012631,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,B51F6D6BE17404EFDA2C,,,COM,Omar Blanco Campaign,,,,,,2600 South Douglas Road,Suite 800,Coral Gables,FL,331346149,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BEB338DB60C184E47AC6,,,COM,Meg Weinberger Campaign,,,,,,1722 Northwest 80th Blvd,Suite 90,Gainesville,FL,326069237,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BE0B7825F5C334827810,,,COM,Bill Conerly Campaign,,,,,,133 Harbor Drive South,,Venice,FL,342852214,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BFEF4AB0495844F05B28,,,COM,Sam Greco Campaign,,,,,,2640A Mitcham Drive,,Tallahassee,FL,323085400,G2024,,2024-10-17,1000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
SB29,C00469205,BC44F89128B2E449CAEA,,,ORG,Senate Majority Fund,,,,,,2318 CURTIS STREET,,Denver,CO,802052628,O2024,Other,2024-10-17,5000.00,,Political Contribution,,,,,,,,,,,,,,,,,,,,,
