form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00033779,SB23.13180,,,CCM,"ANDY BARR FOR CONGRESS, INC.",,,,,,PO BOX 2059,,LEXINGTON,KY,40588,G2024,,2024-04-09,1000.00,,,,C00467571,,,,,,,,H,KY,06,,,,,,,,
SB23,C00033779,SB23.13182,,,CCM,BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2024-04-09,2500.00,,,,C00572271,,,,,,,,,,,,,,,,,,
SB23,C00033779,SB23.13184,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2024-04-09,2500.00,,,,C00509968,,,,,,,,H,PA,08,,,,,,,,
SB23,C00033779,SB23.13189,,,CCM,FRIENDS FOR GREGORY MEEKS,,,,,,153-01 Jamaica Ave. Suite 535,,Jamaica,NY,11432,P2024,,2024-04-09,5000.00,,,,C00430991,,,,,,,,H,NY,06,,,,,,,,
SB23,C00033779,SB23.13196,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,,2024-04-09,1500.00,,,,C00540617,,,,,,,,H,AZ,01,,,,,,,,
SB23,C00033779,SB23.13183,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,P2024,,2024-04-09,5000.00,,,,C00436386,,,,,,,,S,WY,00,,,,,,,,
SB23,C00033779,SB23.13202,,,CCM,HIMES FOR CONGRESS,,,,,,"857 POST ROAD, #312",,FAIRFIELD,CT,06824,C2024,Convention,2024-04-26,2500.00,,,,C00434191,,,,,,,,H,CT,04,,,,,,,,
SB23,C00033779,SB23.13198,,,CCM,HUIZENGA FOR CONGRESS,,,,,,441 WILLIAMS COURT,,ZEELAND,MI,49464,P2024,,2024-04-09,2500.00,,,,C00459297,,,,,,,,H,MI,02,,,,,,,,
SB23,C00033779,SB23.13205,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2024-04-26,2500.00,,,,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB23,C00033779,SB23.13206,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,G2024,,2024-04-26,2500.00,,,,C00541862,,,,,,,,H,MO,08,,,,,,,,
