form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00829119,SB21B.4182,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-11,80.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4183,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-11,200.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4184,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-11,200.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4185,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-21,40.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4195,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-11-14,40.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4194,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-11-15,200.30,,CREDIT CARD PROCESSING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4186,,,ORG,BOONE AND CROCKETT CLUB,,,,,,250 STATION DRIVE,,MISSOULA,MT,59801,,,2023-08-22,500.00,,LIST RENTAL,003,,,,,,,,,,,,,,,,,,,
SB21B,C00829119,SB21B.4188,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,400 N. MICHAEL STREET,,ST. MARYS,PA,15857,P2023,,2023-09-07,3000.00,,,011,C00444620,,,,,,,,H,PA,15,,,,,,,,
SB21B,C00829119,SB21B.4190,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,P2024,,2023-09-07,3000.00,,,,C00548180,,,,,,,,H,AR,04,,,,,,,,
SB21B,C00829119,SB21B.4192,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,39205,P2024,,2023-09-07,3000.00,,,011,C00443218,,,,,,,,S,MS,00,,,,,,,,
