form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00027342,87756347,,,CCM,Chris Deluzio For Congress,,,,,,PO Box 16210,,Pittsburgh,PA,15242,G2024,,2023-09-06,5000.00,0.00,2024 Voluntary Federal General,011,C00787648,Chris Deluzio For Congress,H2PA17103,Deluzio,Christopher,,,,H,PA,17,,,,,,,,2024 Voluntary Federal General
SB23,C00027342,87756348,,,CCM,Citizens For Eleanor Holmes Norton,,,,,,"2201 Wisconsin Avenue, Nw",Suite 320,Washington,DC,20007,P2024,,2023-09-06,2500.00,0.00,2024 Voluntary Federal Primary,011,C00244335,Citizens For Eleanor Holmes Norton,H0DC00058,Norton,Eleanor,Holmes,Rep.,,H,DC,00,,,,,,,,2024 Voluntary Federal Primary
SB23,C00027342,87760834,,,PAC,North America's Building Trades Unions Political Educational Fund (NABTU),,,,,,"815 Sixteen St., N.W.",Suite 600,Washington,DC,20005,,,2023-09-08,1500.00,0.00,2023 Voluntary Federal Annual,011,C00003160,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760837,,,PAC,Transportation Trades Department - TTD Federal,,,,,,"815 Black Lives Matter Plaza, NW",,Washington,DC,20006,,,2023-09-08,1500.00,0.00,2023 Voluntary Federal Annual,011,C00280909,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760838,,,PAC,AFL-CIO COPE PAC - Federal,,,,,,"815 16th Street, N.W.",,Washington,DC,20006,,,2023-09-08,2000.00,0.00,2023 Voluntary Federal Annual,011,C00003806,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760839,,,PAC,CPC PAC,,,,,,c/o Schaeffer Strategies,"600 Pennsylvania Ave SE, Suite 200",Washington,DC,20003,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00485565,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760840,,,PAC,MAPLE PAC,,,,,,PO Box 1012,,Richmond,VT,05477,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00542621,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760841,,,PAC,Elect Democratic Women,,,,,,600 Pennsylvania Avenue SE,#15180,Washington,DC,20003,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00685297,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760892,,,PAC,Future Forum PAC,,,,,,PO Box 83142,,Gaithersburg,MD,20883,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00625988,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760893,,,PAC,Equality PAC,,,,,,"611 Pennsylvania Avenue, SE",Suite 143,Washington,DC,20003,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00550970,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87760953,,,PAC,Congressional Black Caucus (CBC) PAC - Federal,,,,,,455 Massachusetts Avenue NW,#150-355,Washington,DC,20001,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00147512,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87761105,,,PAC,ASPIRE PAC,,,,,,"660 Pennsylvania Ave, SE",Suite 202,Washington,DC,20003,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00506907,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87761211,,,PAC,BFB PAC,,,,,,"499 South Capitol Street, SW",Suite 422,Washington,DC,20003,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00584805,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
SB23,C00027342,87761213,,,PAC,People's Voice PAC,,,,,,P.O. Box 685,,Madison,WI,53701,,,2023-09-08,5000.00,0.00,2023 Voluntary Federal Annual,011,C00410092,,,,,,,,,,,,,,,,,,2023 Voluntary Federal Annual
