form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00083535,27217658,,,COM,Dave Yost for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2024-01-22,2500.00,0.00,"Dave Yost, ATTORNEY GENERAL  OH",011,,,,Yost,Dave,,,,,,,,,,,,,,"Dave Yost, ATTORNEY GENERAL  OH"
SB29,C00083535,27217659,,,COM,Tameika Isaac Devine for SC Senate,,,,,,1419 Richland Street,,Columbia,SC,29201,,,2024-01-22,1000.00,0.00,"Tameika Devine, STATE SENATE 19th SC",011,,,,Devine,Tameika,,SC Sen.,,,,,,,,,,,,"Tameika Devine, STATE SENATE 19th SC"
SB29,C00083535,27217660,,,COM,Gambrell for the Senate,,,,,,400 Filter Plant Road,,Honea Path,SC,29654,,,2024-01-22,1000.00,0.00,"Mike Gambrell, STATE SENATE 4th SC",011,,,,Gambrell,Mike,,,,,,,,,,,,,,"Mike Gambrell, STATE SENATE 4th SC"
SB29,C00083535,27217661,,,COM,Patrick Haddon for the House,,,,,,PO Box 14884,,Greenville,SC,29610,,,2024-01-22,1000.00,0.00,"Patrick Haddon, STATE HOUSE 19th SC",011,,,,Haddon,Patrick,,SC Rep.,,,,,,,,,,,,"Patrick Haddon, STATE HOUSE 19th SC"
SB29,C00083535,27217662,,,COM,Herbkersman for House,,,,,,P.O. Box 2120,,Bluffton,SC,29910,,,2024-01-22,1000.00,0.00,"William Herbkersman, STATE HOUSE 118th SC",011,,,,Herbkersman,William,,SC Rep.,,,,,,,,,,,,"William Herbkersman, STATE HOUSE 118th SC"
SB29,C00083535,27217663,,,COM,Newton for the House,,,,,,83 Myrtle Island Road,,Bluffton,SC,29910,,,2024-01-22,1000.00,0.00,"Wm. Weston Newton, STATE HOUSE 120th SC",011,,,,Newton,Wm. Weston,,SC Rep.,,,,,,,,,,,,"Wm. Weston Newton, STATE HOUSE 120th SC"
SB29,C00083535,27217664,,,COM,Peeler for Senate,,,,,,PO Box 742,,Gaffney,SC,29342,,,2024-01-22,1000.00,0.00,"Harvey Peeler, STATE SENATE 14th SC",011,,,,Peeler,Harvey,,,,,,,,,,,,,,"Harvey Peeler, STATE SENATE 14th SC"
SB29,C00083535,27217665,,,COM,Stavrinakis for the House,,,,,,PO Box 30099,,Charleston,SC,29417,,,2024-01-22,500.00,0.00,"Leon Stavrinakis, STATE HOUSE 119th SC",011,,,,Stavrinakis,Leon,,SC Rep.,,,,,,,,,,,,"Leon Stavrinakis, STATE HOUSE 119th SC"
SB29,C00083535,27217666,,,COM,Deon Tedder for SC Senate,,,,,,PO Box 30160,,Charleston,SC,29417,,,2024-01-22,1000.00,0.00,"Deon Tedder, STATE SENATE 42nd SC",011,,,,Tedder,Deon,,,,,,,,,,,,,,"Deon Tedder, STATE SENATE 42nd SC"
SB29,C00083535,27217667,,,COM,Spencer Wetmore for the House,,,,,,PO Box 1085,,Folly Beach,SC,29439,,,2024-01-22,500.00,0.00,"Elizabeth Wetmore, STATE HOUSE 115th SC",011,,,,Wetmore,Elizabeth,,SC Rep.,,,,,,,,,,,,"Elizabeth Wetmore, STATE HOUSE 115th SC"
SB29,C00083535,27259466,,,COM,Husted for Ohio,,,,,,4110 Fenwick Rd,,Upper Arlington,OH,43220,,,2024-01-18,-1000.00,0.00,voided check,011,,,,Husted,Jon,,,,,,,,,,,,,,voided check
