form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00059733,SB23.75463,,,CCM,"ANDY BARR FOR CONGRESS, INC.",,,,,,PO BOX 2059,,LEXINGTON,KY,40588,G2024,,2024-10-10,5000.00,,Contribution,,C00467571,"ANDY BARR FOR CONGRESS, INC.",H0KY06104,BARR,GARLAND ANDY,,,,H,KY,06,,,,,,,,
SB23,C00059733,SB23.75474,,,ORG,Brown-Forman Corporation,,,,,,850 Dixie Hwy,,Louisville,KY,40210,,,2024-10-10,4758.83,,In Kind-Catering-See Memos,,,,,,,,,,,,,,,,,,,,
SB23,C00059733,SB23.75474.0,SB23.75474,SB23,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,G2024,,2024-10-10,532.75,,In Kind-Catering,,C00376939,MARSHA FOR SENATE,S8TN00337,BLACKBURN,MARSHA,,,,S,TN,00,,,,,,,X,
SB23,C00059733,SB23.75474.1,SB23.75474,SB23,CCM,KAINE FOR VIRGINIA,,,,,,1490-5A QUARTERPATH RD,#272,WILLIAMSBURG,VA,23185,G2024,,2024-10-10,806.59,,In Kind-Catering,,C00495358,KAINE FOR VIRGINIA,S2VA00142,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,X,
SB23,C00059733,SB23.75474.2,SB23.75474,SB23,PAC,NOT SO OLD FASHIONED PAC,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,,,2024-10-10,1830.49,,In Kind-Catering,,C00829663,,,,,,,,,,,,,,,,,X,
SB23,C00059733,SB23.75474.3,SB23.75474,SB23,PAC,AMERICAN INNOVATION POLITICAL ACTION COMMITTEE (AMI PAC),,,,,,PO BOX 582496,,ELK GROVE,CA,95758,,,2024-10-10,1589.00,,In Kind-Catering,,C00561779,,,,,,,,,,,,,,,,,X,
SB23,C00059733,SB23.75468,,,PAC,DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC POLITICAL ACTION COMMITTEE,,,,,,"1250 EYE ST., NW #400",,WASHINGTON,DC,20005,,,2024-10-10,5000.00,,Contribution,,C00030734,,,,,,,,,,,,,,,,,,
SB23,C00059733,SB23.75464,,,CCM,FRIENDS OF JIM CLYBURN,,,,,,PO BOX 12567,,COLUMBIA,SC,29211,G2024,,2024-10-10,1500.00,,Contribution,,C00255562,FRIENDS OF JIM CLYBURN,H2SC02042,CLYBURN,JAMES E,,,,H,SC,06,,,,,,,,
SB23,C00059733,SB23.75467,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,EAST MT VERNON ST,SOMERSET,KY,42502,G2024,,2024-10-10,2500.00,,Contribution,,C00116632,HAL ROGERS FOR CONGRESS,H0KY05015,ROGERS,HAROLD DALLAS,,,,H,KY,05,,,,,,,,
SB23,C00059733,SB23.75460,,,CCM,KAINE FOR VIRGINIA,,,,,,1490-5A QUARTERPATH RD,#272,WILLIAMSBURG,VA,23185,G2024,,2024-10-10,1693.41,,Contribution,,C00495358,KAINE FOR VIRGINIA,S2VA00142,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00059733,SB23.75459,,,CCM,MARSHA FOR SENATE,,,,,,PO BOX 3750,,BRENTWOOD,TN,37024,G2024,,2024-10-10,4467.25,,Contribution,,C00376939,MARSHA FOR SENATE,S8TN00337,BLACKBURN,MARSHA,,,,S,TN,00,,,,,,,,
SB23,C00059733,SB23.75466,,,PAC,NOT SO OLD FASHIONED PAC,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,,,2024-10-10,669.51,,Contribution,,C00829663,,,,,,,,,,,,,,,,,,
SB23,C00059733,SB23.75470,,,PTY,RHODE ISLAND DEMOCRATIC STATE COMMITTEE,,,,,,P.O. BOX 6004,,PROVIDENCE,RI,02940,,,2024-10-10,1000.00,,Contribution,,C00136200,,,,,,,,,,,,,,,,,,
SB23,C00059733,SB23.75465,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,G2024,,2024-10-10,2500.00,,Contribution,,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,H8MA02041,NEAL,RICHARD E MR.,,,,H,MA,02,,,,,,,,
SB23,C00059733,SB23.75469,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,G2024,,2024-10-10,4000.00,,Contribution,,C00326801,TAMMY BALDWIN FOR SENATE,S2WI00219,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
