form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00040535,B890080,,,CCM,Brian Birdwell Campaign,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,1000.00,,P-2026 State Senate 22 TX,011,,,,Birdwell,Brian,,,,S,TX,22,,,,,,,,
SB29,C00040535,B890070,,,CCM,Briscoe Cain for Texas,,,,,,1220 Colorado St,,Austin,TX,78701,G2024,,2024-10-22,2500.00,,G-2024 State House 128 TX,011,,,,Cain,Briscoe,,,,H,TX,12,,,,,,,,
SB29,C00040535,B890079,,,CCM,Friends of Brandon Creighton,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,1000.00,,P-2026 State Senate 04 TX,011,,,,Creighton,Brandon,,,,S,TX,04,,,,,,,,
SB29,C00040535,B890068,,,CCM,Caroline Harris for State Representative,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,1000.00,,G-2024 State House 52 TX,011,,,,Harris,Caroline,,,,H,TX,52,,,,,,,,
SB29,C00040535,B890067,,,CCM,Gina Hinojosa for State Representative District 49,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,1250.00,,G-2024 State House 49 TX,011,,,,Hinojosa,Gina,,,,H,TX,49,,,,,,,,
SB29,C00040535,B890076,,,CCM,Nathan Johnson Campaign,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,2000.00,,G-2024 State Senate 16 TX,011,,,,Johnson,Nathan,,,,S,TX,16,,,,,,,,
SB29,C00040535,B890075,,,CCM,Phil King Campaign,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,2000.00,,G-2024 State House 61 TX,011,,,,King,Phil S.,,,,H,TX,61,,,,,,,,
SB29,C00040535,B890078,,,CCM,Lois W. Kolkhorst for Texas Senate,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,2000.00,,P-2026 State Senate 18 TX,011,,,,Kolkhorst,Lois,,,,S,TX,18,,,,,,,,
SB29,C00040535,B890074,,,CCM,Mayes Middleton for Texas Senate,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,1000.00,,P-2026 State Senate 11 TX,011,,,,Middleton,David Mayes,,,,S,TX,11,,,,,,,,
SB29,C00040535,B890082,,,CCM,Texans for Dan Patrick,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,3000.00,,P-2026 Lt. Governor  TX,011,,,,Patrick,Dan,,,,,TX, ,,,,,,,,
SB29,C00040535,B890072,,,CCM,Angela Paxton for TX State Senate,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,1000.00,,G-2024 State Senate 8 TX,011,,,,Paxton,Angela,,,,S,TX,08,,,,,,,,
SB29,C00040535,B890071,,,CCM,Charles Perry for State Senate,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,P2026,,2024-10-22,1000.00,,P-2026 State Senate 28 TX,011,,,,Perry,Charles,,,,S,TX,28,,,,,,,,
SB29,C00040535,B890066,,,CCM,Erin Zwiener for Texas House,,,,,,1220 Colorado St Suite 220,,Austin,TX,78701,G2024,,2024-10-22,1250.00,,G-2024 State House 45 TX,011,,,,Zwiener,Erin,,,,H,TX,45,,,,,,,,
