form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00079541,10281702C,10281702,SA11AI,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,P2024,,2024-02-08,500.00,0.00,Conduit Contribution,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,500002197,,,PAC,ASPIRE PAC,,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,,,2024-02-28,5000.00,0.00,Contribution,,C00506907,ASPIRE PAC,,,,,,,,,,,,,,,,,
SB23,C00079541,10281691C,10281691,SA11AI,CCM,Biden For President,,,,,,PO Box 58178,,Philadelphia,PA,191028178,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00703975,,,BIDEN,JOSEPH,JR,,,P,DC,00,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,500002200,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-02-28,5000.00,0.00,Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00079541,500002202,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO Box 70980,,Washington,DC,200240980,,,2024-02-28,5000.00,0.00,Contribution,,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00079541,500002201,,,PTY,DCCC,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2024-02-28,15000.00,0.00,Contribution,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00079541,10281700C,10281700,SA11AI,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 566442,,Miami,FL,332566442,P2024,,2024-02-08,500.00,0.00,Conduit Contribution,,C00652065,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,500002198,,,PAC,ELECT DEMOCRATIC WOMEN,,,,,,918 Pennsylvania Ave SE,,Washington,DC,200032140,,,2024-02-28,5000.00,0.00,Contribution,,C00685297,ELECT DEMOCRATIC WOMEN,,,,,,,,,,,,,,,,,
SB23,C00079541,500002199,,,PAC,EQUALITY PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2024-02-28,5000.00,0.00,Contribution,,C00550970,EQUALITY PAC,,,,,,,,,,,,,,,,,
SB23,C00079541,10281694C,10281694,SA11AI,CCM,FRIENDS OF LUCY MCBATH INC.,,,,,,855 Woodstock Rd,Ste 430-528,Roswell,GA,300752247,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00672295,,,MCBATH,LUCIA,MS.,,,H,GA,06,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,500002196,,,CCM,Friends Of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2024-02-15,2500.00,0.00,Contribution,,C00420760,,,Hirono,Mazie,K.,,,S,HI,00,,,,,,,,
SB23,C00079541,10281698C,10281698,SA11AI,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO Box 15293,,Washington,DC,200030293,P2024,,2024-02-08,500.00,0.00,Conduit Contribution,,C00264697,,,BROWN,SHERROD,,,,S,OH,,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,10281701C,10281701,SA11AI,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2024-02-08,1000.00,0.00,Conduit Contribution,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,500002193,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,P2024,,2024-02-07,2500.00,0.00,Contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00079541,10281692C,10281692,SA11AI,CCM,Judy Chu For Congress,,,,,,16633 Ventura Blvd,Ste 1008,Encino,CA,914361856,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00458125,,,Chu,Judy,,,,H,CA,28,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,10281696C,10281696,SA11AI,CCM,LAUREN UNDERWOOD FOR CONGRESS,,,,,,2325 Dean St,Ste 600,Saint Charles,IL,601754822,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00652719,,,UNDERWOOD,LAUREN,A,,,H,IL,14,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,10281699C,10281699,SA11AI,CCM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2024-02-08,1000.00,0.00,Conduit Contribution,,C00843391,,,BLUNT ROCHESTER,LISA,,,,S,DE,00,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,10281703C,10281703,SA11AI,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-02-08,1000.00,0.00,Conduit Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,10281690C,10281690,SA11AI,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2024-02-10,6600.00,0.00,Conduit Contribution,,C00412304,,,TESTER,JON,,,,S,MT,,,,,,,,,Earmarked by Dr. Sara L. Imershein
SB23,C00079541,10281695C,10281695,SA11AI,CCM,Nikema For Congress,,,,,,PO Box 311913,,Atlanta,GA,311311913,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00752584,,,WILLIAMS,NIKEMA,NATASSHA,,,H,GA,05,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,500002194,,,CCM,RUDY SALAS FOR CONGRESS,,,,,,PO Box 42257,,Bakersfield,CA,933842257,P2024,,2024-02-07,2500.00,0.00,Contribution,,C00791756,,,SALAS,RUDY,,,,H,CA,22,,,,,,,,
SB23,C00079541,10281704C,10281704,SA11AI,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 59348,,Schaumburg,IL,601590348,P2024,,2024-02-08,500.00,0.00,Conduit Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,Earmarked by Johnnie Giles
SB23,C00079541,500002195,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 59348,,Schaumburg,IL,601590348,P2024,,2024-02-09,5000.00,0.00,Contribution,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00079541,500002203,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 59348,,Schaumburg,IL,601590348,P2024,,2024-02-09,-5000.00,0.00,Check Voided: Previously issued 12/6/2023,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00079541,10281693C,10281693,SA11AI,CCM,THE COMMITTEE TO ELECT AYANNA PRESSLEY,,,,,,PO Box 240191,,Dorchester Center,MA,021240004,P2024,,2024-02-09,25.00,0.00,Conduit Contribution,,C00667741,,,PRESSLEY,AYANNA,,,,H,MA,07,,,,,,,,Earmarked by Ms. Rene A. Redwood
SB23,C00079541,10281697C,10281697,SA11AI,CCM,WILL ROLLINS FOR CONGRESS,,,,,,PO Box 6282,,Corona,CA,928786282,P2024,,2024-02-08,250.00,0.00,Conduit Contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,Earmarked by Ms. Jennifer DiBrienza
