form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00629311,500065583,,,ORG,"AFJ Strategies, LLC",,,,,,PO Box 395,,Durham,NH,038240395,,,2024-11-15,3000.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065128,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2024-10-29,14.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065129,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2024-10-29,57.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065443,,,ORG,Capitol Compliance Associates,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-11-05,2007.03,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065584,,,IND,,Christie,David,,,,PO Box 298,,Concord,NH,033020298,,,2024-11-15,798.51,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065141,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-10-30,163.80,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065213,,,ORG,"Fulkerson, Kennedy & Company",,,,,,660 Pennsylvania Ave SE,Ste 201,Washington,DC,200034365,,,2024-10-31,2374.81,0.00,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065444,,,ORG,"Fulkerson, Kennedy & Company",,,,,,660 Pennsylvania Ave SE,Ste 201,Washington,DC,200034365,,,2024-11-06,9000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065508,,,ORG,"Intuit, Inc.",,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-11-12,65.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500064976,,,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-10-25,72.75,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065109,,,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-10-28,53.99,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065130,,,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-10-29,31.74,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065284,,,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-11-04,43.01,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065445,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-11-06,250.00,0.00,Rent,,C00178038,,,,,,,,,,,,,,,,,,
SB21B,C00629311,500065585,,,IND,,Walsh,Brian,,,,PO Box 298,,Concord,NH,033020298,,,2024-11-15,500.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
