form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00292318,SB23.I2200,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,370 EAST SOUTH TEMPLE STE 580,,SALT LAKE CITY,UT,84111,P2024,PRIMARY,2023-03-08,5000.00,,,,C00738872,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,  ,,,,,,,
SB23,C00292318,SB23.I2204,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,12 TRUMBULL ST,,NEW HAVEN,CT,06511,P2024,PRIMARY,2023-03-08,2500.00,,,,C00238865,,H0CT03072,DELAURO,ROSA L,,,,H,CT,03,  ,,,,,,,
SB23,C00292318,SB23.I2206,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,P2024,PRIMARY,2023-03-08,5000.00,,,,C00675108,,H8NY25105,MORELLE,JOSEPH,D,,,H,NY,25,  ,,,,,,,
SB23,C00292318,SB23.I2207,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,P.O. BOX 90914,,ROCHESTER,NY,14609,G2024,GENERAL,2023-03-08,5000.00,,,,C00675108,,H8NY25105,MORELLE,JOSEPH,D,,,H,NY,25,  ,,,,,,,
SB23,C00292318,SB23.I2199,,,CCM,KATHERINE CLARK FOR CONGRESS,,,,,,P.O. BOX 361,,MALDEN,MA,02148,P2024,PRIMARY,2023-03-08,5000.00,,,,C00541888,,H4MA05084,CLARK,KATHERINE,,,,H,MA,05,  ,,,,,,,
SB23,C00292318,SB23.I2202,,,CCM,KEVIN MULLIN FOR CONGRESS,,,,,,PO BOX 869,,BELMONT,CA,94002,P2024,PRIMARY,2023-03-08,5000.00,,,,C00795005,,H2CA14162,MULLIN,KEVIN,,,,H,CA,15,  ,,,,,,,
SB23,C00292318,SB23.I2205,,,CCM,MCHENRY FOR CONGRESS,,,,,,P.O. BOX 1406,,HICKORY,NC,28603,P2024,PRIMARY,2023-03-08,5000.00,,,,C00393629,,H4NC10047,MCHENRY,PATRICK TIMOTHY,,,,H,NC,10,  ,,,,,,,
SB23,C00292318,SB23.I2201,,,CCM,ROMNEY FOR UTAH INC,,,,,,C/O RED CURVE SOLUTIONS,"138 CONANT STREET, 2ND FLOOR",BEVERLY,MA,01915,P2024,PRIMARY,2023-03-08,5000.00,,,,C00670695,,S8UT00176,ROMNEY,MITT,MITT,MR,,S,UT,,  ,,,,,,,
SB23,C00292318,SB23.I2212,,,CCM,BOB CASEY FOR SENATE INC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,P2024,PRIMARY,2023-03-16,2500.00,,,,C00431056,,S6PA00217,CASEY,ROBERT P JR.,,,,S,PA,00,  ,,,,,,,
SB23,C00292318,SB23.I2213,,,CCM,BOB CASEY FOR SENATE INC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,G2024,GENERAL,2023-03-16,5000.00,,,,C00431056,,S6PA00217,CASEY,ROBERT P JR.,,,,S,PA,00,  ,,,,,,,
SB23,C00292318,SB23.I2209,,,CCM,BONAMICI FOR CONGRESS,,,,,,P.O. BOX 1632,,BEAVERTON,OR,97075,P2024,PRIMARY,2023-03-16,5000.00,,,,C00500421,,H2OR01133,BONAMICI,SUZANNE MS.,,,,H,OR,01,  ,,,,,,,
SB23,C00292318,SB23.I2219,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,PRIMARY,2023-03-16,5000.00,,,,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB23,C00292318,SB23.I2214,,,CCM,BRIAN HIGGINS FOR CONGRESS,,,,,,P.O. BOX 28,,BUFFALO,NY,14220,P2024,PRIMARY,2023-03-16,5000.00,,,,C00401034,,H4NY27076,HIGGINS,BRIAN,,,,H,NY,26,  ,,,,,,,
SB23,C00292318,SB23.I2208,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,PRIMARY,2023-03-16,5000.00,,,,C00390476,,H4WA05077,MCMORRIS RODGERS,CATHY,,,,H,WA,05,  ,,,,,,,
SB23,C00292318,SB23.I2220,,,CCM,CURTIS FOR CONGRESS,,,,,,"370 EAST SOUTH TEMPLE, SUITE 580",,SALT LAKE CITY,UT,84111,P2024,PRIMARY,2023-03-16,1000.00,,,,C00647339,,H8UT03238,CURTIS,JOHN,,,,H,UT,03,  ,,,,,,,
SB23,C00292318,SB23.I2216,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,P.O. BOX 681202,,SCHAUMBURG,IL,60168,P2024,PRIMARY,2023-03-16,5000.00,,,,C00575092,,H6IL08147,KRISHNAMOORTHI,S. RAJA,,,,H,IL,08,  ,,,,,,,
