form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00819888,B-196085,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 96001,,LOS ANGELES,CA,90096,,,2023-08-09,403.38,,CREDIT CARD INTEREST FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196086,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 96001,,LOS ANGELES,CA,90096,,,2023-08-09,178.00,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196087,B-196086,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2023-08-09,178.00,,RENT,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-AMERICAN EXPRESS
SB21B,C00819888,B-196187,,,ORG,RELENTLESS STRATEGIES,,,,,,918 14TH ST SE,APT 3,WASHINGTON,DC,200034546,,,2023-08-24,2500.00,,INKIND DONATION:   STRATEGY CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196082,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 96001,,LOS ANGELES,CA,90096,,,2023-09-09,440.10,,CREDIT CARD INTEREST FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196083,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 96001,,LOS ANGELES,CA,90096,,,2023-09-09,178.00,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196084,B-196083,,ORG,SECURITY PUBLIC STORAGE,,,,,,506 EL RANCHO DR,,SPARKS,NV,894314136,,,2023-09-09,178.00,,RENT,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-AMERICAN EXPRESS
SB21B,C00819888,B-196120,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 96001,,LOS ANGELES,CA,90096,,,2023-09-13,2956.07,,TRAVEL/FACILITY FEES & EXPS,,,,,,,,,,,,,,,,,,,,
SB21B,C00819888,B-196121,B-196120,,ORG,AHERN HOTEL,,,,,,300 W SAHARA AVE,,LAS VEGAS,NV,891025010,,,2023-09-13,246.88,,TRAVEL,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-AMERICAN EXPRESS
SB21B,C00819888,B-196122,B-196120,,ORG,DOUGLAS COUNTY REPUBLICAN CENTRAL COMMITTEE,,,,,,1507 US HIGHWAY 395 N,STE B,GARDNERVILLE,NV,894107218,,,2023-09-13,215.44,,MEETING REGISTRATION FEES,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-AMERICAN EXPRESS
