form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00400424,SB23.10450,,,PAC,"BUCHANAN, VERNON",,,,,,PO BOX 48928,,SARASOTA,FL,34230,G2024,,2024-02-08,1000.00,,Contribution,011,C00412759,VERN BUCHANAN FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10440,,,CAN,,CARL,"JERRY LEE, JR",,,,PO BOX 852138,,MOBILE,AL,36685,G2024,,2024-01-22,1000.00,,Contribution,011,C00753400,JERRY CARL VICTORY COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10443,,,CAN,,CARL,"JERRY LEE, JR",,,,PO BOX 852138,,MOBILE,AL,36685,G2024,,2024-01-22,2000.00,,Contribution,011,C00753400,JERRY CARL VICTORY COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10458,,,CAN,,DANIELS,ANTHONY,,,,PO BOX 6220,,MONTGOMERY,AL,36016,G2024,,2024-03-25,5000.00,,Contribution,011,C00856203,ANTHONY DANIELS FOR ALABAMA,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10459,,,PAC,"FISCHER, DEBRA S.",,,,,,"5555 SOUTH ST, STE. 200",,LINCOLN,NE,68506,G2024,,2024-03-25,5000.00,,Contribution,011,C00498907,DEB FISCHER FOR US SENATE,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10453,,,PAC,"KAINE, TIMOTHY MICHAEL",,,,,,1515 CONFEDERATE AVE,,RICHMOND,VA,23227,G2024,,2024-02-08,1000.00,,Contribution,011,C00833350,KAINE VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10445,,,CAN,,NEAL,RICHARD E MR.,,,,36 ATWATER TERRACE,,SPRINGFIELD,MA,01107,G2024,,2024-02-08,1000.00,,Contribution,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10455,,,COM,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,G2024,,2024-02-22,5000.00,,Contribution,011,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10442,,,CAN,,PETERS,GARY,,,,PO BOX 226,,BLOOMFIELD HILLS,MI,48303,G2024,,2024-01-22,2500.00,,Contribution,011,C00507574,MOTOR CITY PAC,,,,,,,,,,,,,,,,,
SB23,C00400424,SB23.10444,,,CAN,,ROGERS,MICHAEL,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,R2024,Runoff,2024-02-08,4200.00,,Contribution,011,C00367862,MIKE ROGERS FOR CONGRESS,,,,,,,H,AL,03,,,,,,,,
SB23,C00400424,SB23.10447,,,PAC,"SMITH, JASON T",,,,,,45943 HIGHWAY 72,,SALEM,MO,65560,G2024,,2024-02-08,1000.00,,Contribution,011,C00541862,JASON SMITH FOR CONGRESS,,,,,,,,,,,,,,,,,
