form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00096156,B870550,,,ORG,Toltec Church,,,,,,4210 W Francisco Dr.,,Eloy,AZ,85131,O2024,Not Applicable,2024-04-23,150.00,,Charitable Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870561,,,ORG,BullyStrong,,,,,,40731 N 3rd Ave,,Phoenix,AZ,85086,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870562,,,ORG,Emmanuel School,,,,,,715 W Southern Ave,,Tempe,AZ,85282,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870569,,,ORG,Living Word Kids Ministry,,,,,,3520 E Brown Rd.,,Mesa,AZ,85213,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870572,,,ORG,Phoenix Children's Hospital,,,,,,2929 East Camelback Rd. Ste 122,,Phoenix,AZ,85016,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870573,,,ORG,Arizona Humane Society,,,,,,1521 W Dobbins Rd.,,Phoenix,AZ,85041,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B869606,,,CCM,Skinner for Senate 2020 Officeholder Account,,,,,,1414 K Street Suite 250,,Sacramento,CA,95815,O2024,Office Holder Accoun,2024-04-09,3000.00,,O-2024 Office Holder Account - State  CA,011,,,,,,,,,,CA, ,,,,,,,,
SB29,C00096156,B870555,,,ORG,International Myeloma Foundation,,,,,,4400 Coldwater Canyon Ave. Ste 300,,Studio City,CA,91604,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870558,,,ORG,Beagle Rescue Inc.,,,,,,23430 US HWY 18,,Apple Valley,CA,92307,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B871074,,,CCM,Anna Caballero for State Treasurer 2026,,,,,,921 11th Street Suite 904,,Sacramento,CA,95814,P2026,,2024-04-30,5500.00,,P-2026 State Treasurer  CA,011,,,,Caballero,Anna,,,,,CA, ,,,,,,,,
SB29,C00096156,B871075,,,CCM,Jesse Gabriel for Assembly 2024,,,,,,1414 K Street Suite 250,,Sacramento,CA,95814,G2024,,2024-04-30,5500.00,,G-2024 State House 46 CA,011,,,,Gabriel,Jesse,,,,H,CA,46,,,,,,,,
SB29,C00096156,B871076,,,CCM,Buffy Wicks for Assembly 2024,,,,,,1414 K Street Suite 250,,Sacramento,CA,95814,G2024,,2024-04-30,5500.00,,G-2024 State House 14 CA,011,,,,Wicks,Buffy,,,,H,CA,14,,,,,,,,
SB29,C00096156,B870554,,,ORG,Land Trust Alliance,,,,,,1250 H St. NW Ste 600,,Washington,DC,20005,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870549,,,ORG,National Academy of Engineering - Climate Crossroads,,,,,,500 Fifth St. NW,,Washington,DC,20001,O2024,Not Applicable,2024-04-23,150.00,,Charitable Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870564,,,ORG,Chicago Chorus (CCC),,,,,,2605 S Indiana Ave. #901,,Chicago,IL,60616,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870551,,,ORG,Trine University / Dr Donald Tichenor Scholarship Fund,,,,,,1 University Ave,,Angola,IN,46703,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870552,,,ORG,BROTHERS OF THE SACRED HEART,,,,,,855 Hearthstone Dr,,Baton Rouge,LA,70806,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B839739,,,ORG,Doctors Without Borders USA Inc,,,,,,PO Box 5030,,Hagerstown,MD,21741,O2023,Not Applicable,2024-04-09,-150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,Void check originally dated 2/9/23
SB29,C00096156,B870566,,,ORG,Feed My Starving Children,,,,,,401 93rd Avenue NW,,Coon Rapids,MN,55433,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B869245,,,ORG,North Carolina Chamber,,,,,,701 Corporate Center Drive Suite 2,,Raleigh,NC,27607,O2024,Not Applicable,2024-04-02,20600.00,,Association,011,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870556,,,ORG,Mission Encounters International Inc,,,,,,PO Box 2171,,Kill Devil Hills,NC,27948,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870574,,,ORG,NORTH MECKLENBURG ANIMAL RESCUE INC,,,,,,PO BOX 9102,,Charlotte,NC,28299,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870560,,,ORG,Malawi Childrens Initiative,,,,,,PO Box 1401,,Carrboro,NC,27510,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870563,,,ORG,New York City Relief,,,,,,295 Walnut St.,,Elizabeth,NJ,07201,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870557,,,ORG,American Cancer Society,,,,,,250 Williams St.,,Atlanta,GA,30303,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870565,,,ORG,St Jude Church Chalfont PA,,,,,,321 W Butler Ave,,Chalfont,PA,18914,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870568,,,ORG,King's College,,,,,,133 N River St.,,Wilkes Barre,PA,18711,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870576,,,ORG,Charcot-Marie-Tooth Association,,,,,,8 S Garfield Ave.,,Glenolden,PA,19036,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870575,,,ORG,St Jude Childrens Research Hospital Inc,,,,,,501 St Jude Pl.,,Memphis,TN,38105,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870567,,,ORG,St Jude Childrens Research Hospital Inc,,,,,,501 St Jude Pl.,,Memphis,TN,38105,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870553,,,ORG,St. Jude Children Hospital,,,,,,501 St Jude Pl.,,Memphis,TN,38105,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870570,,,ORG,Texas Airguard Maximum Effort,,,,,,2121 Lohmans Crossing Rd Ste 504,,Lakeway,TX,78734,O2024,Not Applicable,2024-04-23,150.00,,Charitable Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870577,,,ORG,Houston Food Bank,,,,,,535 Portwall St.,,Houston,TX,77029,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B839762,,,ORG,Redeemer Lutheran Church,,,,,,9400 Redbridge Rd,,N Chesterfield,VA,23236,O2023,Not Applicable,2024-04-09,-150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,Void check originally dated 2/9/23
SB29,C00096156,B870559,,,ORG,Hospice of Piedmont,,,,,,675 Peter Jefferson Pkwy Ste 300,,Charlottesville,VA,22911,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00096156,B870571,,,ORG,Gonzaga University,,,,,,502 E Boone Ave.,,Spokane,WA,99258,O2024,Not Applicable,2024-04-23,150.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
