form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00053553,SB23.17,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 SOUTH STREET,STE 200,LINCOLN,NE,68506,P2024,,2024-04-23,2450.00,,CONTRIBUTION,,C00498907,,S2NE00094,FISCHER,DEBRA,S.,,,S,NE,,  ,,,,,,X,
SB23,C00053553,SB23.15,,,CCM,"BEN CLINE FOR CONGRESS, INC.",,,,,,PO BOX 1790,,HARRISONBURG,VA,22803,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00661561,,H8VA06104,CLINE,BENJAMIN,LEE,,,H,VA,06,  ,,,,,,,
SB23,C00053553,SB23.08,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00703843,,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,  ,,,,,,,
SB23,C00053553,SB23.12,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-05-28,3950.00,,CONTRIBUTION,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00053553,SB23.09,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-28,1950.00,,CONTRIBUTION,,C00379735,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00053553,SB23.14,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,CASPER,WY,82605,P2024,,2024-05-28,2450.00,,CONTRIBUTION,,C00436386,,S6WY00068,BARRASSO,JOHN,A,,,S,WY,,  ,,,,,,,
SB23,C00053553,SB23.16,,,CCM,GOOD FOR CONGRESS,,,,,,PO BOX 117,,LOVINGSTON,VA,22949,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00721308,,H0VA05160,GOOD,ROBERT,G,,,H,VA,05,  ,,,,,,,
SB23,C00053553,SB23.13,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,3501 MACCORKLE AVE SE,NUM 131,CHARLESTON,WV,25304,G2024,,2024-05-28,4950.00,,CONTRIBUTION,,C00839100,,S4WV00332,JUSTICE,JAMES,CONLEY,,II,S,WV,,  ,,,,,,,
SB23,C00053553,SB23.03,,,CCM,JOSH BRECHEEN FOR CONGRESS,,,,,,37429 STATE HIGHWAY 31,,COALGATE,OK,74538,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00812974,,H2OK02315,BRECHEEN,JOSH,,,,H,OK,02,  ,,,,,,,
SB23,C00053553,SB23.02,,,CCM,KIGGANS FOR CONGRESS,,,,,,PO BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2024-05-28,3950.00,,CONTRIBUTION,,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB23,C00053553,SB23.01,,,CCM,LUCAS FOR CONGRESS,,,,,,PO BOX 1726,,OKLAHOMA CITY,OK,73101,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00287912,,H4OK06056,LUCAS,FRANK,D,,,H,OK,03,  ,,,,,,,
SB23,C00053553,SB23.04,,,CCM,MARK HARRIS FOR CONGRESS,,,,,,PO BOX 1350,,NORWOOD,NC,28128,G2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00850404,,H4NC08066,HARRIS,MARK,E,,,H,NC,08,  ,,,,,,,
SB23,C00053553,SB23.05,,,CCM,MORGAN GRIFFITH FOR CONGRESS,,,,,,PO BOX 361,,CHRISTIANBURG,VA,24068,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00477240,,H0VA09055,GRIFFITH,MORGAN,H,,,H,VA,09,  ,,,,,,,
SB23,C00053553,SB23.07,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,P2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00441014,,H8VA01147,WITTMAN,ROBERT,J,,,H,VA,01,  ,,,,,,,
SB23,C00053553,SB23.10,,,CCM,RULLI FOR OHIO,,,,,,PO BOX 2971,,YOUNGSTOWN,OH,44511,G2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00858415,,H4OH06165,RULLI,MICHAEL,,,,H,OH,06,  ,,,,,,,
SB23,C00053553,SB23.06,,,CCM,THE PAT HARRIGAN COMMITTEE,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-05-28,1000.00,,CONTRIBUTION,,C00802298,,H2NC13243,HARRIGAN,PAT,,,,H,NC,10,  ,,,,,,,
SB23,C00053553,SB23.11,,,PTY,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,,,2024-05-28,2500.00,,2024 CONTRIBUTION,,C00409003,,,,,,,,,,,  ,,,,,,,
SB23,C00053553,SB23.18,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 SOUTH STREET,STE 200,LINCOLN,NE,68506,P2024,,2024-05-31,-2450.00,,CONTRIBUTION,,C00498907,,S2NE00094,FISCHER,DEBRA,S.,,,S,NE,,  ,,,,,,X,
