form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.62055,,,CCM,EILEEN FOR CONGRESS,,,,,,P.O. BOX 91,,STERLING,VA,20167,,,2024-05-24,3750.00,,Earmarked Contributions to Cornyn,,C00853887,EILEEN FOR CONGRESS,,,,,,,H,VA,10,,,,,,,,
SB23,C00247403,SB23.62015,,,CCM,FRIENDS OF CHRIS SMITH,,,,,,PO BOX 3184,,HAMILTON,NJ,08619,,,2024-05-16,51.50,,Earmarked Contributions to Chris Smith,,C00096412,FRIENDS OF CHRIS SMITH,,,,,,,H,NJ,04,,,,,,,,
SB23,C00247403,SB23.62043,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,PO BOX 1131,,GREENVILLE,NC,27835,,,2024-05-23,180.00,,Earmarked Donations,,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,,H,NC,03,,,,,,,,
SB23,C00247403,SB23.62031,,,CCM,George Latimer for Congress,,,,,,P.O. Box 789,,White Plains,NY,10602,,,2024-05-23,42050.00,,Earmarked Contributions to George Latimer,,C00859041,George Latimer for Congress,,,,,,,H,NY,16,,,,,,,,
SB23,C00247403,SB23.62073,,,CCM,George Latimer for Congress,,,,,,P.O. Box 789,,White Plains,NY,10602,,,2024-05-30,1500.00,,Earmarked Contributions to George Latimer,,C00859041,George Latimer for Congress,,,,,,,H,NY,16,,,,,,,,
SB23,C00247403,SB23.62066,,,CCM,GRACE FOR NEW YORK,,,,,,49-04 43RD AVE,,WOODSIDE,NY,11377,,,2024-05-30,8195.00,,Earmark - Grace Meng,,C00516666,GRACE FOR NEW YORK,,,,,,,H,NY,06,,,,,,,,
SB23,C00247403,SB23.62035,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,P.O. BOX 600698,,NEWTONVILLE,MA,02460,,,2024-05-23,15700.00,,Earmarked Contributions to Jake Auchincloss,,C00721449,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,,H,MA,04,,,,,,,,
SB23,C00247403,SB23.62041,,,PAC,JERSEY VALUES PAC,,,,,,611 PENNSYLVANIA AVENUE SE,SUITE 143,WASHINGTON,DC,20003,,,2024-05-23,11600.00,,Earmarked Donations,,C00652164,JERSEY VALUES PAC,,,,,,,,,,,,,,,,,
SB23,C00247403,SB23.62027,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-05-23,28200.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62071,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO BOX 584,,RIDGEWOOD,NJ,07451,,,2024-05-30,9900.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62063,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,,,2024-05-30,25000.00,,Earmarked Donations,,C00573949,JOSH GOTTHEIMER FOR CONGRESS,,,,,,,H,NJ,05,,,,,,,,
SB23,C00247403,SB23.62051,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,,,2024-05-23,1000.00,,Earmarked Donations,,C00806018,LALOTA FOR CONGRESS,,,,,,,H,NY,01,,,,,,,,
SB23,C00247403,SB23.62058,,,CCM,MENENDEZ FOR CONGRESS,,,,,,123 TOWN SQUARE PLACE #515,,JERSEY CITY,NJ,07310,,,2024-05-28,11970.00,,Earmarked Donations,,,Menendez for Senate,,,,,,,S,NJ,,,,,,,,,
SB23,C00247403,SB23.62075,,,CCM,MENENDEZ FOR CONGRESS,,,,,,123 TOWN SQUARE PLACE #515,,JERSEY CITY,NJ,07310,,,2024-05-30,2078.00,,Earmarked Donations,,,Menendez for Senate,,,,,,,S,NJ,,,,,,,,,
SB23,C00247403,SB23.62079,,,CCM,PASCRELL FOR CONGRESS INC,,,,,,63 QUARTZ LANE,,PATERSON,NJ,07501,,,2024-05-31,15330.00,,Earmarked Donations,,C00313510,PASCRELL FOR CONGRESS INC,,,,,,,H,NJ,08,,,,,,,,
SB23,C00247403,SB23.62046,,,CCM,"STEIL FOR WISCONSIN, INC.",,,,,,1818 MILTON AVE,# 1448,JANESVILLE,WI,53545,,,2024-05-23,180.00,,Earmarked Donations,,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,,H,NC,03,,,,,,,,
