form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00252825,SB29.108425,,,CCM,Adams for District Attorney,,,,,,20 Alpine Drive,,Mohnton,PA,19540,,,2023-01-31,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108450,,,CCM,Anthony Phillips for Philly Families,,,,,,8120 Michener Avenue,,Philadelphia,PA,19150,,,2023-02-16,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109378,,,CCM,Barbara Thomson for Judge,,,,,,8002 Winston Road,,Philadelphia,PA,19118,,,2023-02-28,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110159,,,PAC,Berks County Democratic,,,,,,1251 N Front Street; Suite 2,,Reading,PA,19601,,,2023-03-21,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110160,,,CCM,Braveman for Judge,,,,,,123 South Broad St; Suite 2135,,Philadelphia,PA,19109,,,2023-03-21,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108452,,,CCM,Brian McLaughlin for Judge,,,,,,9406 Tulip Street,,Philadelphia,PA,19114,,,2023-02-16,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109396,,,COM,Bristol Township Democratic Committee/ BTDC,,,,,,317 Dogwood Drive,,Levittown,PA,19056,,,2023-03-09,1750.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112292,,,PAC,Bucks United,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-04-27,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113434,,,PAC,Bucks United,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-06-09,3000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110179,,,CCM,Chester Co. Democratic Committee,,,,,,37 So. High Street,,West Chester,PA,19382,,,2023-03-27,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108455,,,CCM,Christy Brady for City Controller,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2023-02-16,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110162,,,CCM,Christy Brady for City Controller,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2023-03-21,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112539,,,COM,Citizens for Hughes,,,,,,P O Box 13031,,Philadelphia,PA,19101,,,2023-05-23,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113415,,,COM,Citizens for Hughes,,,,,,P O Box 13031,,Philadelphia,PA,19101,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108466,,,CCM,Citizens for Isaiah Thomas,,,,,,2008 Chestnut Street; Suite 1R,,Philadelphia,PA,19103,,,2023-02-23,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108444,,,CCM,Citizens for Joe Hanna,,,,,,1840 Farmstead Lane,,Macungie,PA,18062,,,2023-02-10,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113416,,,COM,Citizens for Josh Kail,,,,,,P O Box 94,,Beaver,PA,15009,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108467,,,COM,Citizens for Kenyatta Johnson,,,,,,P O Box 7466,,Philadelphia,PA,19101,,,2023-02-23,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108457,,,CCM,Citizens for Omar Sabir,,,,,,7300 City Line Avenue; Suite 360,,Philadelphia,PA,19151,,,2023-02-16,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110180,,,CCM,Committee to Elect Christine Reuther,,,,,,P O Box 92,,Wallingford,PA,19086,,,2023-03-27,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110181,,,COM,Committee to Elect Eddie Day Pashinski,,,,,,131 Meadowcrest Drive,,Nanticoke,PA,18634,,,2023-04-11,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111278,,,COM,Concerned Citizens of PA,,,,,,7028 Brentwood Road,,Philadelphia,PA,19151,,,2023-04-18,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.109389,,,CCM,Damaris Garcia for Judge,,,,,,P O Box 30280,,Philadelphia,PA,19103,,,2023-03-01,10000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113438,,,COM,Dan Frankel for 23rd District Committee,,,,,,P O Box 439,,Harrisburg,PA,17108,,,2023-06-21,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110170,,,CCM,Daniel McCaffery for Supreme Court,,,,,,305 Prospect Avenue; Unit 311,,Bethlehem,PA,18018,,,2023-03-24,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108447,,,COM,Deeley 15,,,,,,P O Box 22535,,Philadelphia,PA,19110,,,2023-02-28,12600.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110182,,,CCM,DeGirolamo for Bucks County,,,,,,5806 Wharton Circle,,Bensalem,PA,19020,,,2023-04-11,5000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111279,,,COM,Democratic Campaign Committee of Phila,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2023-04-18,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110184,,,COM,Democrats for Progress,,,,,,43 Fariview Avenue,,Morrisville,PA,19067,,,2023-04-11,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110197,,,CCM,Doug Metcalfe for Berks,,,,,,P O Box 98,,Birdsboro,PA,19508,,,2023-04-13,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110171,,,COM,Dwight Evans for Congress,,,,,,P O Box 6578,,Philadelphia,PA,19138,,,2023-03-24,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108462,,,COM,Friends for Judy Schwank,,,,,,P O Box 12424,,Reading,PA,19612,,,2023-02-22,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113417,,,CCM,Friends of Austin Davis,,,,,,P O Box 304,,McKeesport,PA,19139,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.111280,,,PAC,Friends of Barry Jozwiak,,,,,,590 Grange Road,,Bernville,PA,19506,,,2023-04-18,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.112301,,,COM,Friends of Ben Sanchez,,,,,,P O Box 53,,Jenkintown,PA,19046,,,2023-05-10,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.108463,,,PAC,Friends of Bob Harvie,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-02-22,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.113419,,,CCM,Friends of Bryan Cutler,,,,,,1308 Main Street,,Brockway,PA,15824,,,2023-06-06,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00252825,SB29.110172,,,CCM,Friends of Ce-Ce Gerlach,,,,,,109 S 9th Street,,Allentown,PA,18102,,,2023-03-24,2500.00,,,,,,,,,,,,,,,,,,,,,,
