form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00010421,0C9AA039E715C5B593A,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00703843,,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00010421,CE4B191FB952F4BB6A0,,,CCM,Brad Knott For Congress,,,,,,PO Box 97275,,Raleigh,NC,276247275,G2024,,2024-04-29,5000.00,,2024 General,011,C00855361,,H4NC13116,Knott,Brad,,,,H,NC,13,,,,,,,,
SB23,C00010421,6712C71A27D31945581,,,CCM,Cole For Congress,,,,,,PO Box 722256,,Norman,OK,73070,P2024,,2024-04-29,5000.00,,2024 Primary,011,C00379735,,H2OK04055,Cole,Thomas,Jeffery,,,H,OK,04,,,,,,,,
SB23,C00010421,A1BBE3F8C58A642DBB4,,,CCM,Diana For Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00741090,,H0TN01118,Harshbarger,Diana,Lynn,,,H,TN,01,,,,,,,,
SB23,C00010421,E8C6711383E4EFA34C6,,,CCM,Friends Of Tim Moore,,,,,,PO Box 97275,,Raleigh,NC,27624,G2024,,2024-04-30,2500.00,,Redesignation of 1/30/2024 contribution received after 3/5/24 Primary,011,C00856005,,H4NC14015,Moore,Timothy,Keith,,,H,NC,14,,,,,,,X,
SB23,C00010421,E37FA30A0606D7C3512,,,CCM,Glenn Grothman For Congress,,,,,,PO Box 1215,,Fond Du Lac,WI,549641215,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00561597,,H4WI06048,Grothman,Glenn,S.,,,H,WI,06,,,,,,,,
SB23,C00010421,DA7CA2982F2F2C1065E,,,CCM,Jacque For Wisconsin,,,,,,1794 ALLOUEZ AVE,BOX 171,GREEN BAY,WI,54311,P2024,,2024-04-29,5000.00,,2024 Primary,011,C00872010,,H4WI08093,Jacque,Andre,M.,,,H,WI,08,,,,,,,,
SB23,C00010421,4AB89A826BD030392AB,,,CCM,John Duarte For Congress,,,,,,9460 Tegner Rd,,Hilmar,CA,95324,G2024,,2024-04-29,2500.00,,2024 General,011,C00808279,,H2CA13131,Duarte,John,S.,,,H,CA,13,,,,,,,,
SB23,C00010421,C3D86F6927DEA751B96,,,CCM,"Lawler For Congress, Inc.",,,,,,PO Box 87,,South Salem,NY,10590,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00815415,,H2NY17162,Lawler,Michael,V.,,,H,NY,17,,,,,,,,
SB23,C00010421,1E15DD0125A19C1E97D,,,CCM,Marc For US Inc.,,,,,,PO Box 219,,Leeds,NY,12451,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00789586,,H2NY19127,Molinaro,Marcus,J.,,,H,NY,19,,,,,,,,
SB23,C00010421,D24322935E9B2FC8956,,,CCM,Mike Speedy For Congress,,,,,,PO Box 7633,,Greenwood,IN,46142,P2024,,2024-04-29,2500.00,,2024 Primary,011,C00866194,,H4IN06136,Speedy,Michael,Ray,,,H,IN,06,,,,,,,,
SB23,C00010421,DDC86FBA04A2D7AD1D0,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,P2024,,2024-04-29,5000.00,,2024 Primary,011,C00844159,,S4MT00183,Sheehy,Tim,,,,S,MT,,,,,,,,,
