form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00148031,B852466,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,P2024,,2023-08-10,2500.00,,Contribution,011,C00779603,,H2OH15228,Carey,Mike,,,,H,OH,15,,,,,,,,
SB23,C00148031,B852467,,,CCM,Eric Burlison for Congress,,,,,,2135 E. INDEPENDENCE AVE. #1007,,Springfield,MO,65804,P2024,,2023-08-10,2500.00,,Contribution,011,C00788414,,H2MO07143,Burlison,Eric,,,,H,MO,07,,,,,,,,
SB23,C00148031,B852469,,,CCM,Nehls For Congress,,,,,,15500 Voss Rd Box 102,,Sugar Land,TX,77498,P2024,,2023-08-10,5000.00,,Contribution,011,C00730150,,H0TX22302,Nehls,Troy,,,,H,TX,22,,,,,,,,
SB23,C00148031,B852468,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-08-10,2500.00,,Contribution,011,C00694778,,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB23,C00148031,B852864,,,CCM,Blumenauer for Congress,,,,,,1631 NE Broadway #343,,Portland,OR,97232,P2024,,2023-08-21,5000.00,,Contribution,011,C00307314,,H6OR03064,Blumenauer,Earl,,,,H,OR,03,,,,,,,,
SB23,C00148031,B852868,,,CCM,David Rouzer for Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,P2024,,2023-08-21,2500.00,,Contribution,011,C00501643,,H2NC07096,Rouzer,David,,,,H,NC,07,,,,,,,,
SB23,C00148031,B852866,,,CCM,Emmer for Congress,,,,,,PO Box 279,,Anoka,MN,55330,P2024,,2023-08-21,5000.00,,Contribution,011,C00545749,,H4MN06087,Emmer,Tom,,,,H,MN,06,,,,,,,,
SB23,C00148031,B852865,,,CCM,Houchin for Congress,,,,,,PO Box 234,,Salem,IN,47167,P2024,,2023-08-21,2500.00,,Contribution,011,C00800649,,H6IN09143,Houchin,Erin,,,,H,IN,09,,,,,,,,
SB23,C00148031,B852869,,,CCM,Hudson for Congress,,,,,,P.O. Box 5053,,Concord,NC,28027,P2024,,2023-08-21,2500.00,,Contribution,011,C00504522,,H2NC08185,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00148031,B852867,,,CCM,Jake Ellzey for Congress,,,,,,1005 Congress Avenue Suite 400,,Austin,TX,78701,P2024,,2023-08-21,5000.00,,Contribution,011,C00770438,,H8TX06266,Ellzey,John,K,,,H,TX,06,,,,,,,,
