form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00236414,BF008EA1206574D97B8E,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2024-03-12,1000.00,,Contribution to committee,011,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,,
SB23,C00236414,BD40DB091234F43B8B6D,,,PAC,American Benefits Council (ABC) PAC,,,,,,1501 M St NW,Suite 600,Washington,DC,200051775,O2024,Other,2024-03-12,5000.00,,Contribution to committee,011,C00153171,American Benefits Council (ABC) PAC,,,,,,,,,,,,,,,,,,
SB23,C00236414,B9DA6C10B384D4DEE813,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO Box 15239,,Washington,DC,200030239,P2024,,2024-03-14,1500.00,,Contribution to committee,011,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,Hinson,Ashley,,Rep.,,H,IA,02,,,,,,,,,
SB23,C00236414,B65A7ED7C3FEB4125AB9,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO Box 15239,,Washington,DC,200030239,G2024,,2024-03-14,3500.00,,Contribution to committee,011,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,Hinson,Ashley,,Rep.,,H,IA,02,,,,,,,,,
SB23,C00236414,B897A43D62F1A4BEC895,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2024-03-22,2500.00,,Contribution to committee,011,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,Tenney,Claudia,,Rep.,,H,NY,24,,,,,,,,,
SB23,C00236414,B846BE0FAD56D4C8D95C,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2024,,2024-03-22,3000.00,,Contribution to committee,011,C00741090,DIANA FOR CONGRESS,H0TN01118,Harshbarger,Diana,,Rep.,,H,TN,01,,,,,,,,,
SB23,C00236414,BD713CEB1473142AC96E,,,CCM,FEENSTRA FOR CONGRESS,,,,,,5827 Colfax Avenue,,Alexandria,VA,223111013,G2024,,2024-03-22,1500.00,,Contribution to committee,011,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,Feenstra,Randall,,,,H,IA,04,,,,,,,,,
SB23,C00236414,B4D64140BE0E341899C7,,,PAC,FORWARD TOGETHER PAC,,,,,,1751 POTOMAC GREENS DR,,ALEXANDRIA,VA,22314,O2024,Other,2024-03-12,1000.00,,Contribution to committee,011,C00412791,FORWARD TOGETHER PAC,,,,,,,,,,,,,,,,,,
SB23,C00236414,BAAA0DED168F145B696B,,,CCM,FRIENDS OF MARIA,,,,,,PO BOX 12740,,SEATTLE,WA,98111,P2024,,2024-03-12,2500.00,,Contribution to committee,011,C00349506,FRIENDS OF MARIA,S8WA00194,Cantwell,Maria,,Sen.,,S,WA,,,,,,,,,,
SB23,C00236414,B240BD363793C48F38DA,,,CCM,Friends of Mark Warner,,,,,,"750 1st St NE, Suite 1070",,Washington,DC,200028008,P2026,,2024-03-12,1500.00,,Contribution to committee,011,C00438713,Friends of Mark Warner,S6VA00093,Warner,Mark,R.,Sen.,,S,VA,,,,,,,,,,
