form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00765453,EB1007,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-11-30,2.57,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1020,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-08,2.97,,ProcessingFees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1024,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-15,5.82,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1026,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-22,3.41,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1038,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-29,1.98,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1045,,,ORG,ActBlue of California,,,,,,366 Summer Street,,Somerville,MA,021443132,,,2024-12-31,0.79,,Processing Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1055,,,ORG,Action Network,,,,,,818 18th St NW Ste 850,,Washigton,DC,20006,,,2024-12-05,10.00,,Digital Network,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1023,,,ORG,Costco Wholesale,,,,,,18649 Via Princessa,,Satna Clarita,CA,91387,,,2024-12-10,118.64,,12/12/24 Items for the event,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1042,,,ORG,Digitalocean.com,,,,,,101 Avenue of the Americas,,New York,NY,10013,,,2024-12-31,14.00,,Digital Network,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1041,,,ORG,"Google, LLC",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-12-31,12.87,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1040,,,ORG,"Google, LLC",,,,,,1600 Amphitheatre Parkway,,Mountain View,CA,94043,,,2024-12-31,36.00,,Website services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1036,,,ORG,Netfile,,,,,,2707 Aurora Rd.,,Mariposa,CA,95338,,,2024-12-30,400.00,,Software Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1022,,,IND,,Taban,Andrew,,,,24545 1/2 Newhall Ave.,,Newhall,CA,91321,,,2024-12-10,270.00,,Reimbursement for heaters for event,001,,,,Taban,Andrew,,,,,,,,,,,,,,
SB21B,C00765453,EB1028,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-12-30,600.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1034,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-12-30,600.00,,Accounting reporting services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1030,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-12-30,600.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00765453,EB1032,,,ORG,Yolanda Miranda & Assoc.,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-12-30,600.00,,Accounting Reporting Services,001,,,,,,,,,,,,,,,,,,,
