form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00773234,SB21B.4858,,,ORG,Barclays,,,,,,PO Box 60517,,City of Industry,CA,91716,O2024,Other,2024-12-09,2585.58,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4858.0,SB21B.4858,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-10-18,23.92,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.1,SB21B.4858,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-10-19,20.90,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.2,SB21B.4858,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-10-19,17.99,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.3,SB21B.4858,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,75235,,,2024-10-21,1019.96,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.4,SB21B.4858,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,75235,,,2024-10-21,586.98,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.5,SB21B.4858,SB21B,ORG,Southwest Airlines,,,,,,2702 Love Field Dr,,Dallas,TX,75235,,,2024-10-23,8.00,,WiFi Service,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.6,SB21B.4858,SB21B,ORG,Etsy,,,,,,55 Washington St,,New York,NY,11201,,,2024-10-24,86.66,,Gifts: Cufflinks,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.7,SB21B.4858,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-10-24,37.64,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.9,SB21B.4858,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,,,2024-10-28,23.00,,WiFi Service,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.10,SB21B.4858,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,,,2024-10-29,19.00,,WiFi Service,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.14,SB21B.4858,SB21B,ORG,Ellington Park Bistro,,,,,,2033 M St NW,,Washington,DC,20036,,,2024-11-07,95.04,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.16,SB21B.4858,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2024-11-08,66.55,,Taxi,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.17,SB21B.4858,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,,,2024-11-08,17.00,,WiFi Service,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4858.18,SB21B.4858,SB21B,ORG,MCI Airport Parking,,,,,,1 International Square,,Kansas City,MO,64153,,,2024-11-10,90.00,,Parking,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4857,,,ORG,Les Williamson LLC,,,,,,1305 W 11th St,#213,Houston,TX,77008,O2024,Other,2024-12-04,300.00,,Conpliance Consulting,001,,,,,,,,,,,,,,,,,,,
