form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00266585,27347967,,,COM,Pamela Hunter for NYS Assembly,,,,,,P.O. Box 6777,,Syracuse,NY,13217,,,2024-05-03,500.00,0.00,"Pamela Hunter, STATE HOUSE 128th NY-Political Contribution",011,,,,Hunter,Pamela,,,,,,,,,,,,,,"Pamela Hunter, STATE HOUSE 128th NY-Political Contribution"
SB29,C00266585,27350744,,,COM,Gibbs for New York,,,,,,485 Malcolm X Blvd.,Suite 6G,New York,NY,10037,,,2024-05-06,250.00,0.00,"Edward Gibbs, STATE HOUSE 68th NY-Political Contribution",011,,,,Gibbs,Edward,,,,,,,,,,,,,,"Edward Gibbs, STATE HOUSE 68th NY-Political Contribution"
SB29,C00266585,27350745,,,COM,Friends of Michaelle Solages,,,,,,P.O. Box 30754,,Elmont,NY,11003,,,2024-05-06,1500.00,0.00,"Michaelle Solages, STATE HOUSE 22nd NY-Political Contribution",011,,,,Solages,Michaelle,,,,,,,,,,,,,,"Michaelle Solages, STATE HOUSE 22nd NY-Political Contribution"
SB29,C00266585,27350746,,,COM,Shelley Mayer for Senate,,,,,,P.O. Box 272,,White Plains,NY,10605,,,2024-05-06,2000.00,0.00,"Shelley Mayer, STATE SENATE 37th NY-Political Contribution",011,,,,Mayer,Shelley,,,,,,,,,,,,,,"Shelley Mayer, STATE SENATE 37th NY-Political Contribution"
SB29,C00266585,27350747,,,COM,Re-Elect Addabbo for Senate,,,,,,21-58 45th Street,,Astoria,NY,11105,,,2024-05-06,2000.00,0.00,"Joseph Addabbo, STATE SENATE 15th NY-Political Contribution",011,,,,Addabbo,Joseph,,,Jr.,,,,,,,,,,,"Joseph Addabbo, STATE SENATE 15th NY-Political Contribution"
SB29,C00266585,27358350,,,COM,Friends of Neil Breslin,,,,,,P. O. Box 2171,,Albany,NY,12220,,,2024-05-13,-1000.00,0.00,Original Check Issued 4/29/24,011,,,,Breslin,Neil,,,,,,,,,,,,,,Original Check Issued 4/29/24
SB29,C00266585,27358351,,,COM,Zellnor for New York,,,,,,244 Fifth Ave.,Suite 2166,New York,NY,10001,,,2024-05-13,-2000.00,0.00,Original check issued 4/15/24,011,,,,Myrie,Zellnor,,,,,,,,,,,,,,Original check issued 4/15/24
SB29,C00266585,27358356,,,COM,Berger for Assembly,,,,,,138-22 76th Street,,Flushing,NY,11367,,,2024-05-13,250.00,0.00,"Sam Berger, STATE HOUSE 27th NY-Political Contribution",011,,,,Berger,Sam,,,,,,,,,,,,,,"Sam Berger, STATE HOUSE 27th NY-Political Contribution"
SB29,C00266585,27358357,,,COM,Friends of Sal Ferro,,,,,,PO Box 6,,Blue Point,NY,11715,,,2024-05-13,1000.00,0.00,"Sal Ferro, Town Council - Huntington  NY-Political Contribution",011,,,,Ferro,Sal,,,,,,,,,,,,,,"Sal Ferro, Town Council - Huntington  NY-Political Contribution"
SB29,C00266585,27358358,,,COM,Tom Ramsey Campaign,,,,,,P.O. Box 55385,,Houston,TX,77255,,,2024-05-13,2000.00,0.00,"Tom Ramsey, County Commissioner  TX-Political Contribution",011,,,,Ramsey,Tom,,,,,,,,,,,,,,"Tom Ramsey, County Commissioner  TX-Political Contribution"
