form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00266585,27347966,,,PAC,Eureka PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-05-03,2500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB23,C00266585,27358354,,,CCM,Michelle Steel For Congress,,,,,,9070 Irvine Center Drive,Suite 150,Irvine,CA,92618,G2024,,2024-05-13,1000.00,0.00,Political Contribution,011,C00704981,Michelle Steel For Congress,H0CA48198,Steel,Michelle,,,,H,CA,45,,,,,,,,Political Contribution
SB23,C00266585,27358355,,,CCM,Kevin Kiley For Congress,,,,,,217 3rd Street SE,,Washington,DC,20003,G2024,,2024-05-13,1000.00,0.00,Political Contribution,011,C00801985,Kevin Kiley For Congress,H2CA03157,Kiley,Kevin,,,,H,CA,03,,,,,,,,Political Contribution
SB23,C00266585,27358604,,,CCM,August Pfluger For Congress,,,,,,PO Box 3530,,San Angelo,TX,76902,G2024,,2024-05-14,1000.00,0.00,Political Contribution,011,C00719294,August Pfluger For Congress,H0TX11230,Pfluger,August,,,II,H,TX,11,,,,,,,,Political Contribution
SB23,C00266585,27358606,,,CCM,Mullin For America,,,,,,"439 New Jersey Ave., SE",,Washington,DC,20003,P2026,,2024-05-14,1500.00,0.00,Political Contribution,011,C00498345,Mullin For America,S2OK00186,Mullin,Markwayne,,,,H,OK,02,,,,,,,,Political Contribution
SB23,C00266585,27366511,,,CCM,Cindy Hyde-Smith For US Senate,,,,,,1020 N. Fairfax Street,Suite 201,Alexandria,VA,22314,P2026,,2024-05-21,1000.00,0.00,Political Contribution,011,C00675348,Cindy Hyde-Smith For US Senate,S8MS00261,Hyde-Smith,Cindy,,,,S,MS,,,,,,,,,Political Contribution
SB23,C00266585,27383840,,,CCM,Kaptur For Congress,,,,,,545 E Town St,,Coumbus,OH,43215,G2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00154625,Kaptur For Congress,H2OH09031,Kaptur,Marcy,,,,H,OH,09,,,,,,,,Political Contribution
SB23,C00266585,27383841,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,18501,G2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00509968,Cartwright For Congress,H2PA17079,Cartwright,Matt,,,,H,PA,17,,,,,,,,Political Contribution
SB23,C00266585,27383842,,,CCM,Angie Craig For Congress,,,,,,P.O. Box 22116,,Eagan,MN,55122,P2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00575209,Angie Craig For Congress,H6MN02131,Craig,Angie,,,,H,MN,02,,,,,,,,Political Contribution
SB23,C00266585,27383843,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,62705,G2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00787812,Nikki For Congress,H2IL13153,Budzinski,Nikki,,,,H,IL,13,,,,,,,,Political Contribution
SB23,C00266585,27383844,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00795211,Don Davis For NC,H2NC02287,Davis,Don,,,Dr.,H,NC,01,,,,,,,,Political Contribution
SB23,C00266585,27383847,,,CCM,Emilia Sykes For Congress,,,,,,P.O. Box 1347,,Akron,OH,44309,G2024,,2024-05-28,1000.00,0.00,Political Contribution,011,C00801274,Emilia Sykes For Congress,H2OH13264,Sykes,Emilia,,,,H,OH,13,,,,,,,,Political Contribution
