form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00576090,500491684,,,ORG,A&A Airport Limousine,,,,,,677 Berkmar Ct,,Charlottesville,VA,229011406,,,2023-07-21,560.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491685,,,ORG,A&A Airport Limousine,,,,,,677 Berkmar Ct,,Charlottesville,VA,229011406,,,2023-08-15,2240.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491746,,,PAC,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-10-24,59.25,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491747,,,PAC,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-12-31,19.75,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491683,,,ORG,Angerholzer Broz Consulting LLC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-08-31,4611.92,0.00,Fundraising Consulting Fees and Reimbursed Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491789,500491683,SB21B,ORG,Angerholzer Broz Consulting LLC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-08-31,1000.00,0.00,Bookkeeping,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00576090,500491790,500491683,SB21B,ORG,Angerholzer Broz Consulting LLC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-08-31,3500.00,0.00,Fundraising Fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00576090,500491800,500491683,SB21B,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-08-31,93.59,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00576090,500491772,,,ORG,Angerholzer Broz Consulting LLC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-09-01,4054.77,0.00,Fundraising Consulting Fees and Reimbursed Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00576090,500491788,500491772,SB21B,ORG,Angerholzer Broz Consulting LLC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-09-01,3500.00,0.00,Fundraising Fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00576090,500491799,500491772,SB21B,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2023-09-01,29.15,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00576090,500491802,500491772,SB21B,ORG,Occasions Cafe,,,,,,655 Taylor St NE,,Washington,DC,200172063,,,2023-09-01,525.62,0.00,Event Catering,,,,,,,,,,,,,,,,,,,X,*
