form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00009282,B849744,,,CCM,Harris for State Rep. Cmte,,,,,,4114 Butternut St.,,East Chicago,IN,46312,P2024,,2024-03-12,-1000.00,,P-2024 State House 02 IN,011,,,,Harris,Earl,,,,H,IN,02,,,,,,,,Voided: Original check dated 06/27/2023
SB29,C00009282,B850009,,,CCM,Andrea Hunley for Indy,,,,,,917 Stillwell Street,,Indianapolis,IN,46202,P2026,,2024-03-12,-750.00,,P-2026 State Senate 46 IN,011,,,,Hunley,Andrea,,,,S,IN,46,,,,,,,,Voided: Original check dated 06/27/2023
SB29,C00009282,B869023,,,PTY,Indiana House Democratic Caucus,,,,,,One N. Capitol Suite 200,,Indianapolis,IN,46204,O2024,Not Applicable,2024-03-28,1000.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00009282,B869029,,,CCM,Bassler Campaign Committee,,,,,,12 NE 7th Street,,Washington,IN,47501,P2026,,2024-03-28,1000.00,,P-2026 State Senate 39 IN,011,,,,Bassler,Eric,,,,S,IN,39,,,,,,,,
SB29,C00009282,B869019,,,CCM,Maureen Bauer for State Representative,,,,,,1307 Sunnymeade Ave.,,South Bend,IN,46615,P2024,,2024-03-28,500.00,,P-2024 State House 6 IN,011,,,,Bauer,Maureen,,,,H,IN,06,,,,,,,,
SB29,C00009282,B868798,,,CCM,VoteCarbaugh,,,,,,200 W. Washington Street,,Indianpolis,IN,46204,P2024,,2024-03-28,500.00,,P-2024 State House 81 IN,011,,,,Carbaugh,Martin,,,,H,IN,81,,,,,,,,
SB29,C00009282,B869030,,,CCM,Citizens for Crider,,,,,,716 N 800 E,,Greenfield,IN,46140,P2024,,2024-03-28,1000.00,,P-2024 State Senate 28 IN,011,,,,Crider,Michael,R,,,S,IN,28,,,,,,,,
SB29,C00009282,B868799,,,CCM,Hoosiers for Criswell,,,,,,9072 N. County Rd 800 W Middletown,,Middletown,IN,47356,P2024,,2024-03-28,500.00,,P-2024 State House 54 IN,011,,,,Criswell,Cory,,,,H,IN,54,,,,,,,,
SB29,C00009282,B869020,,,CCM,Ed DeLaney for Our House,,,,,,3646 N Washington Blvd,,Indianapolis,IN,46205,P2024,,2024-03-28,500.00,,P-2024 State House 86 IN,011,,,,DeLaney,Ed,O,,,H,IN,86,,,,,,,,
SB29,C00009282,B869026,,,CCM,GiaQuinta for State Rep.,,,,,,4416 Arlington Ave,,Fort Wayne,IN,46807,P2024,,2024-03-28,1000.00,,P-2024 State House 80 IN,011,,,,GiaQuinta,Phil,,,,H,IN,80,,,,,,,,
